model,patient_id,transition_index,tc_method1_raw,tc_method2_flow_warped,current_empty,previous_empty
standard,P041,86,0.996872,0.996872,0,0
standard,P041,87,0.995031,0.994487,0,0
standard,P041,88,0.993988,0.993988,0,0
standard,P041,89,0.993096,0.994884,0,0
standard,P041,90,0.993542,0.993542,0,0
standard,P041,91,0.992827,0.993703,0,0
standard,P041,92,0.994178,0.993022,0,0
standard,P041,93,0.995773,0.995994,0,0
standard,P041,94,0.993235,0.993334,0,0
standard,P041,95,0.996912,0.996912,0,0
standard,P041,96,0.995566,0.995566,0,0
standard,P041,97,0.992978,0.993316,0,0
standard,P041,98,0.99607,0.99607,0,0
standard,P041,99,0.996575,0.996575,0,0
standard,P041,100,0.997793,0.997793,0,0
standard,P041,101,0.997027,0.997027,0,0
standard,P041,102,0.997525,0.997525,0,0
standard,P041,103,0.994788,0.994788,0,0
standard,P041,104,0.997424,0.997424,0,0
standard,P041,105,0.99407,0.994107,0,0
standard,P041,106,0.993587,0.992873,0,0
standard,P041,107,0.989142,0.992841,0,0
standard,P041,108,0.992325,0.992991,0,0
standard,P041,109,0.99373,0.993234,0,0
standard,P041,110,0.986452,0.992024,0,0
standard,P041,111,0.990608,0.991195,0,0
standard,P041,112,0.991621,0.991653,0,0
standard,P041,113,0.993015,0.991974,0,0
standard,P041,114,0.989146,0.991942,0,0
standard,P041,115,0.991564,0.994218,0,0
standard,P041,116,0.993122,0.994041,0,0
standard,P041,117,0.992231,0.993875,0,0
standard,P041,118,0.995958,0.99565,0,0
standard,P041,119,0.995341,0.99598,0,0
standard,P041,120,0.994845,0.995378,0,0
standard,P041,121,0.994046,0.995256,0,0
standard,P041,122,0.996156,0.996156,0,0
standard,P041,123,0.99621,0.99621,0,0
standard,P041,124,0.9948,0.994379,0,0
standard,P041,125,0.995483,0.995483,0,0
standard,P041,126,0.994881,0.99561,0,0
standard,P041,127,0.996031,0.995985,0,0
standard,P043,1,0.138689,0.693685,0,0
standard,P043,2,0.804688,0.920561,0,0
standard,P043,3,0.878914,0.897151,0,0
standard,P043,4,0.926829,0.922935,0,0
standard,P043,5,0.922853,0.922853,0,0
standard,P043,6,0.516054,0.515535,0,0
standard,P043,7,0.0,0.0,0,0
standard,P043,8,0.543772,0.722261,0,0
standard,P043,9,0.940871,0.947368,0,0
standard,P043,10,0.961424,0.961424,0,0
standard,P043,11,0.786014,0.786014,0,0
standard,P043,12,0.771896,0.771896,0,0
standard,P043,13,0.903394,0.905195,0,0
standard,P043,14,0.81456,0.909959,0,0
standard,P043,15,0.919028,0.919028,0,0
standard,P043,16,0.893587,0.893587,0,0
standard,P043,17,0.918999,0.918999,0,0
standard,P043,18,0.908367,0.909574,0,0
standard,P043,19,0.944621,0.944621,0,0
standard,P043,20,0.916435,0.912256,0,0
standard,P043,21,0.506815,0.496719,0,0
standard,P043,22,0.856193,0.854886,0,0
standard,P043,23,0.427802,0.46469,0,0
standard,P043,24,0.650943,0.685149,0,0
standard,P043,25,0.867629,0.856969,0,0
standard,P043,26,0.570617,0.607977,0,0
standard,P043,27,0.844137,0.844688,0,0
standard,P043,28,0.753339,0.74444,0,0
standard,P043,29,0.776421,0.812109,0,0
standard,P043,30,0.83498,0.817194,0,0
standard,P043,31,0.900246,0.895772,0,0
standard,P043,32,0.868496,0.86041,0,0
standard,P043,33,0.915933,0.900994,0,0
standard,P043,34,0.924655,0.943411,0,0
standard,P043,35,0.924061,0.947242,0,0
standard,P043,36,0.945774,0.96571,0,0
standard,P043,37,0.973545,0.973545,0,0
standard,P043,38,0.914589,0.962903,0,0
standard,P043,39,0.961702,0.960068,0,0
standard,P043,40,0.964362,0.964362,0,0
standard,P043,41,0.913201,0.93778,0,0
standard,P043,42,0.945398,0.968799,0,0
standard,P043,43,0.940594,0.955927,0,0
standard,P043,44,0.915305,0.915305,0,0
standard,P043,45,0.945071,0.947251,0,0
standard,P043,46,0.946594,0.946594,0,0
standard,P043,47,0.864245,0.945372,0,0
standard,P043,48,0.943803,0.943803,0,0
standard,P043,49,0.967647,0.967647,0,0
standard,P043,50,0.903322,0.926371,0,0
standard,P043,51,0.966301,0.966301,0,0
standard,P043,52,0.8142,0.8142,0,0
standard,P043,53,0.936778,0.936778,0,0
standard,P043,54,0.951274,0.951274,0,0
standard,P043,55,0.955801,0.964641,0,0
standard,P043,56,0.919527,0.94879,0,0
standard,P043,57,0.947016,0.951478,0,0
standard,P043,58,0.938462,0.946283,0,0
standard,P043,59,0.831573,0.897165,0,0
standard,P043,60,0.956717,0.944351,0,0
standard,P043,61,0.981636,0.981636,0,0
standard,P043,62,0.937434,0.95334,0,0
standard,P043,63,0.95806,0.95806,0,0
standard,P043,64,0.975223,0.975223,0,0
standard,P043,65,0.963591,0.963591,0,0
standard,P043,66,0.951035,0.953722,0,0
standard,P043,67,0.983206,0.983206,0,0
standard,P043,68,0.968069,0.966119,0,0
standard,P043,69,0.970083,0.970083,0,0
standard,P043,70,0.842875,0.842875,0,0
standard,P043,71,0.902672,0.927603,0,0
standard,P043,72,0.959053,0.958746,0,0
standard,P043,73,0.954092,0.954092,0,0
standard,P043,74,0.732415,0.846639,0,0
standard,P043,75,0.849432,0.853012,0,0
standard,P043,76,0.839827,0.833174,0,0
standard,P043,77,0.927035,0.948341,0,0
standard,P043,78,0.784678,0.871492,0,0
standard,P043,79,0.930099,0.929049,0,0
standard,P043,80,0.961111,0.952938,0,0
standard,P043,81,0.830448,0.881833,0,0
standard,P043,82,0.954499,0.943537,0,0
standard,P043,83,0.929,0.94072,0,0
standard,P043,84,0.964044,0.934145,0,0
standard,P043,85,0.887977,0.876269,0,0
standard,P043,86,0.894627,0.928362,0,0
standard,P043,87,0.909485,0.913899,0,0
standard,P043,88,0.900565,0.901806,0,0
standard,P043,89,0.858338,0.862901,0,0
standard,P043,90,0.8976,0.894948,0,0
standard,P043,91,0.93297,0.93297,0,0
standard,P043,92,0.919853,0.928349,0,0
standard,P043,93,0.923343,0.919755,0,0
standard,P043,94,0.929381,0.929381,0,0
standard,P043,95,0.8737,0.89329,0,0
standard,P043,96,0.9,0.915385,0,0
standard,P043,97,0.831117,0.859865,0,0
standard,P043,98,0.612835,0.611856,0,0
standard,P043,99,0.619926,0.64165,0,0
standard,P085,1,0.992531,0.992531,0,0
standard,P085,2,0.995637,0.995637,0,0
standard,P085,3,0.993802,0.993802,0,0
standard,P085,4,0.985679,0.989414,0,0
standard,P085,5,0.990236,0.990236,0,0
standard,P085,6,0.99469,0.99469,0,0
standard,P085,7,0.992596,0.992596,0,0
standard,P085,8,0.994646,0.994646,0,0
standard,P085,9,0.990924,0.988662,0,0
standard,P085,10,0.98459,0.993039,0,0
standard,P085,11,0.993277,0.993277,0,0
standard,P085,12,0.992605,0.992605,0,0
standard,P085,13,0.991282,0.991282,0,0
standard,P085,14,0.991647,0.991647,0,0
standard,P085,15,0.993309,0.993309,0,0
standard,P085,16,0.989983,0.989983,0,0
standard,P085,17,0.992995,0.992995,0,0
standard,P085,18,0.994979,0.994979,0,0
standard,P085,19,0.988696,0.988486,0,0
standard,P085,20,0.987287,0.990354,0,0
standard,P085,21,0.98383,0.989429,0,0
standard,P085,22,0.982929,0.986187,0,0
standard,P085,23,0.990132,0.989144,0,0
standard,P085,24,0.993511,0.991471,0,0
standard,P085,25,0.991474,0.988615,0,0
standard,P085,26,0.994007,0.994007,0,0
standard,P085,27,0.994661,0.994457,0,0
standard,P085,28,0.990026,0.990441,0,0
standard,P085,29,0.991726,0.991726,0,0
standard,P085,30,0.994564,0.994564,0,0
standard,P085,31,0.986063,0.986069,0,0
standard,P085,32,0.996159,0.996159,0,0
standard,P085,33,0.993364,0.993364,0,0
standard,P085,34,0.994213,0.994213,0,0
standard,P085,35,0.994429,0.994429,0,0
standard,P085,36,0.994026,0.994026,0,0
standard,P085,37,0.990695,0.990695,0,0
standard,P085,38,0.993916,0.993916,0,0
standard,P085,39,0.99124,0.99124,0,0
standard,P085,40,0.990883,0.990145,0,0
standard,P085,41,0.993173,0.993165,0,0
standard,P085,42,0.981244,0.985748,0,0
standard,P085,43,0.976195,0.983112,0,0
standard,P085,44,0.99157,0.99218,0,0
standard,P085,45,0.989187,0.989389,0,0
standard,P085,46,0.986395,0.986395,0,0
standard,P085,47,0.989157,0.9864,0,0
standard,P085,48,0.992,0.992,0,0
standard,P085,49,0.988791,0.988791,0,0
standard,P085,50,0.992062,0.992062,0,0
standard,P085,51,0.991529,0.991529,0,0
standard,P085,52,0.988316,0.991231,0,0
standard,P085,53,0.987121,0.987351,0,0
standard,P085,54,0.989876,0.989876,0,0
standard,P085,55,0.992141,0.992141,0,0
standard,P085,56,0.994768,0.994768,0,0
standard,P085,57,0.991687,0.991687,0,0
standard,P085,58,0.990196,0.990196,0,0
standard,P085,59,0.990364,0.990364,0,0
standard,P085,60,0.992935,0.992935,0,0
standard,P085,61,0.990359,0.989828,0,0
standard,P085,62,0.988031,0.986977,0,0
standard,P085,63,0.989188,0.990926,0,0
standard,P085,64,0.990139,0.99086,0,0
standard,P085,65,0.991416,0.991416,0,0
standard,P085,66,0.991824,0.991824,0,0
standard,P085,67,0.989922,0.990489,0,0
standard,P085,68,0.992454,0.991654,0,0
standard,P085,69,0.992457,0.992457,0,0
standard,P085,70,0.985564,0.99179,0,0
standard,P085,71,0.995732,0.995732,0,0
standard,P085,72,0.993925,0.993925,0,0
standard,P085,73,0.985712,0.986045,0,0
standard,P085,74,0.995251,0.995251,0,0
standard,P085,75,0.993184,0.993184,0,0
standard,P085,76,0.986328,0.990282,0,0
standard,P085,77,0.993289,0.993289,0,0
standard,P085,78,0.995704,0.995704,0,0
standard,P085,79,0.994749,0.994749,0,0
standard,P085,80,0.991546,0.991546,0,0
standard,P089,1,0.996923,0.996923,0,0
standard,P089,2,0.997945,0.997945,0,0
standard,P089,3,0.997432,0.997432,0,0
standard,P089,4,0.99084,0.99084,0,0
standard,P089,5,0.992719,0.992719,0,0
standard,P089,6,0.992563,0.992563,0,0
standard,P089,7,0.987083,0.987083,0,0
standard,P089,8,0.990632,0.990632,0,0
standard,P089,9,0.99544,0.99544,0,0
standard,P089,10,0.994222,0.994222,0,0
standard,P089,11,0.993499,0.993499,0,0
standard,P089,12,0.991815,0.991815,0,0
standard,P089,13,0.995652,0.995652,0,0
standard,P089,14,0.992683,0.992683,0,0
standard,P089,15,0.995564,0.995564,0,0
standard,P089,16,0.997522,0.997522,0,0
standard,P089,17,0.996514,0.996514,0,0
standard,P089,18,0.991457,0.991457,0,0
standard,P089,19,0.991349,0.993107,0,0
standard,P089,20,0.990954,0.990954,0,0
standard,P089,21,0.990811,0.990811,0,0
standard,P089,22,0.99336,0.99336,0,0
standard,P089,23,0.997593,0.997593,0,0
standard,P089,24,0.994127,0.994127,0,0
standard,P089,25,0.995756,0.995756,0,0
standard,P089,26,0.991534,0.991534,0,0
standard,P089,27,0.987081,0.987081,0,0
standard,P089,28,0.969744,0.968686,0,0
standard,P089,29,0.96325,0.973375,0,0
standard,P089,30,0.948028,0.979458,0,0
standard,P089,31,0.968771,0.979104,0,0
standard,P089,32,0.973881,0.987537,0,0
standard,P089,33,0.956305,0.98624,0,0
standard,P089,34,0.976889,0.988933,0,0
standard,P089,35,0.983635,0.980009,0,0
standard,P089,36,0.981897,0.983487,0,0
standard,P089,37,0.991402,0.985495,0,0
standard,P089,38,0.986736,0.986614,0,0
standard,P089,39,0.975073,0.975478,0,0
standard,P089,40,0.975633,0.972721,0,0
standard,P089,41,0.985984,0.986189,0,0
standard,P089,42,0.979182,0.984344,0,0
standard,P089,43,0.976687,0.983623,0,0
standard,P089,44,0.973159,0.982353,0,0
standard,P089,45,0.987323,0.977514,0,0
standard,P089,46,0.983342,0.980136,0,0
standard,P089,47,0.98179,0.985381,0,0
standard,P089,48,0.989085,0.981034,0,0
standard,P089,49,0.990261,0.990261,0,0
standard,P089,50,0.984379,0.983909,0,0
standard,P089,51,0.990684,0.990684,0,0
standard,P089,52,0.990349,0.990349,0,0
standard,P089,53,0.992713,0.992713,0,0
standard,P089,54,0.987287,0.987287,0,0
standard,P089,55,0.991356,0.991356,0,0
standard,P089,56,0.981897,0.981486,0,0
standard,P089,57,0.997572,0.997572,0,0
standard,P089,58,0.997845,0.997845,0,0
standard,P089,59,0.994615,0.994615,0,0
standard,P089,60,0.989247,0.989247,0,0
standard,P089,61,0.991918,0.991918,0,0
standard,P089,62,0.988649,0.988649,0,0
standard,P089,63,0.990791,0.990791,0,0
standard,P089,64,0.988306,0.986828,0,0
standard,P089,65,0.994799,0.994799,0,0
standard,P089,66,0.989265,0.989265,0,0
standard,P089,67,0.995583,0.995583,0,0
standard,P089,68,0.995025,0.995025,0,0
standard,P089,69,0.994475,0.994475,0,0
standard,P089,70,0.990055,0.990055,0,0
standard,P089,71,0.992845,0.992845,0,0
standard,P089,72,0.995344,0.995344,0,0
standard,P089,73,0.995351,0.995351,0,0
standard,P089,74,0.99809,0.99809,0,0
standard,P089,75,0.997281,0.997281,0,0
standard,P089,76,0.998373,0.998373,0,0
standard,P089,77,0.990008,0.990008,0,0
standard,P089,78,0.997851,0.997851,0,0
standard,P089,79,0.997055,0.997055,0,0
standard,P089,80,0.995717,0.995717,0,0
standard,P089,81,0.997592,0.997592,0,0
standard,P089,82,0.99679,0.99679,0,0
standard,P089,83,0.993586,0.993586,0,0
standard,P089,84,0.993063,0.993063,0,0
standard,P089,85,0.997338,0.997338,0,0
standard,P089,86,0.997875,0.997875,0,0
standard,P089,87,0.992302,0.992302,0,0
standard,P089,88,0.991507,0.991507,0,0
standard,P089,89,0.998671,0.998671,0,0
standard,P089,90,0.996261,0.996261,0,0
standard,P089,91,0.99194,0.99194,0,0
standard,P089,92,0.994606,0.994606,0,0
standard,P089,93,0.992992,0.992992,0,0
standard,P089,94,0.99219,0.99219,0,0
standard,P089,95,0.995417,0.995417,0,0
standard,P089,96,0.997845,0.997845,0,0
standard,P089,97,0.998923,0.998923,0,0
standard,P095,1,0.976243,0.977184,0,0
standard,P095,2,0.977298,0.979172,0,0
standard,P095,3,0.974586,0.980231,0,0
standard,P095,4,0.976053,0.975007,0,0
standard,P095,5,0.990991,0.990991,0,0
standard,P095,6,0.986354,0.986354,0,0
standard,P095,7,0.978279,0.978279,0,0
standard,P095,8,0.978016,0.978016,0,0
standard,P095,9,0.962633,0.962633,0,0
standard,P095,10,0.964706,0.964706,0,0
standard,P095,11,0.968196,0.968196,0,0
standard,P095,12,0.990038,0.990038,0,0
standard,P095,13,0.979993,0.979993,0,0
standard,P095,14,0.983746,0.983746,0,0
standard,P095,15,0.990556,0.990556,0,0
standard,P095,16,0.978178,0.9708,0,0
standard,P095,17,0.983225,0.983225,0,0
standard,P095,18,0.990476,0.990476,0,0
standard,P095,19,0.981299,0.978462,0,0
standard,P095,20,0.994927,0.994927,0,0
standard,P095,21,0.986917,0.986917,0,0
standard,P095,22,0.96952,0.96952,0,0
standard,P095,23,0.928614,0.925347,0,0
standard,P095,24,0.953748,0.954026,0,0
standard,P095,25,0.963843,0.963843,0,0
standard,P095,26,0.967649,0.966906,0,0
standard,P095,27,0.963733,0.964508,0,0
standard,P095,28,0.924669,0.918314,0,0
standard,P095,29,0.914384,0.931856,0,0
standard,P095,30,0.880022,0.906351,0,0
standard,P095,31,0.949466,0.96893,0,0
standard,P095,32,0.957164,0.962744,0,0
standard,P095,33,0.958358,0.965642,0,0
standard,P095,34,0.970597,0.977979,0,0
standard,P095,35,0.961914,0.961914,0,0
standard,P095,36,0.967033,0.983429,0,0
standard,P095,37,0.976552,0.978958,0,0
standard,P095,38,0.984854,0.976942,0,0
standard,P095,39,0.96,0.974697,0,0
standard,P095,40,0.964378,0.967766,0,0
standard,P095,41,0.976744,0.964932,0,0
standard,P095,42,0.979136,0.972933,0,0
standard,P095,43,0.984962,0.976779,0,0
standard,P095,44,0.983025,0.978245,0,0
standard,P095,45,0.986646,0.976938,0,0
standard,P095,46,0.978972,0.964091,0,0
standard,P095,47,0.977154,0.970185,0,0
standard,P095,48,0.987331,0.97171,0,0
standard,P095,49,0.986907,0.983997,0,0
standard,P095,50,0.985173,0.985173,0,0
standard,P095,51,0.980897,0.980897,0,0
standard,P095,52,0.990886,0.990886,0,0
standard,P095,53,0.990585,0.990585,0,0
standard,P095,54,0.990252,0.990252,0,0
standard,P095,55,0.977394,0.977394,0,0
standard,P095,56,0.992896,0.992896,0,0
standard,P095,57,0.989474,0.989474,0,0
standard,P095,58,0.986371,0.986371,0,0
standard,P095,59,0.985819,0.985819,0,0
standard,P095,60,0.993991,0.993991,0,0
standard,P095,61,0.993966,0.993966,0,0
standard,P095,62,0.992174,0.992174,0,0
standard,P095,63,0.989863,0.989863,0,0
standard,P095,64,0.992007,0.992007,0,0
standard,P095,65,0.994714,0.994714,0,0
standard,P095,66,0.976826,0.974514,0,0
standard,P095,67,0.9869,0.9869,0,0
standard,P095,68,0.996065,0.996065,0,0
standard,P095,69,0.991236,0.991236,0,0
standard,P095,70,0.985953,0.985953,0,0
standard,P095,71,0.995602,0.995602,0,0
standard,P095,72,0.997796,0.997796,0,0
standard,P095,73,0.992952,0.988475,0,0
standard,P095,74,0.988636,0.988636,0,0
standard,P095,75,0.996534,0.996534,0,0
standard,P095,76,0.99305,0.99305,0,0
standard,P095,77,0.985482,0.982025,0,0
standard,P095,78,0.995105,0.995105,0,0
standard,P095,79,0.980097,0.980097,0,0
standard,P095,80,0.971702,0.972973,0,0
standard,P095,81,0.954939,0.967658,0,0
standard,P095,82,0.962289,0.967798,0,0
standard,P095,83,0.953833,0.968421,0,0
standard,P095,84,0.951876,0.966622,0,0
standard,P095,85,0.924138,0.935652,0,0
standard,P095,86,0.92057,0.926169,0,0
standard,P095,87,0.930341,0.93733,0,0
standard,P095,88,0.952416,0.957509,0,0
standard,P095,89,0.946657,0.955341,0,0
standard,P095,90,0.961525,0.973637,0,0
standard,P095,91,0.975359,0.983631,0,0
standard,P095,92,0.969767,0.972179,0,0
standard,P095,93,0.981556,0.981556,0,0
standard,P095,94,0.983389,0.983389,0,0
standard,P095,95,0.980241,0.980241,0,0
standard,P095,96,0.988666,0.988666,0,0
standard,P095,97,0.984072,0.984072,0,0
standard,P095,98,0.97817,0.97817,0,0
standard,P095,99,0.978706,0.978706,0,0
standard,P097,1,0.998888,0.998888,0,0
standard,P097,2,0.998414,0.998414,0,0
standard,P097,3,0.990347,0.990347,0,0
standard,P097,4,0.995261,0.995261,0,0
standard,P097,5,0.995422,0.995422,0,0
standard,P097,6,0.998421,0.998421,0,0
standard,P097,7,0.996376,0.996376,0,0
standard,P097,8,0.998586,0.998586,0,0
standard,P097,9,0.997327,0.997327,0,0
standard,P097,10,0.99733,0.99733,0,0
standard,P097,11,0.997489,0.997489,0,0
standard,P097,12,0.996702,0.996702,0,0
standard,P097,13,0.998429,0.998429,0,0
standard,P097,14,0.995759,0.995759,0,0
standard,P097,15,0.995131,0.995131,0,0
standard,P097,16,0.986662,0.989704,0,0
standard,P097,17,0.982291,0.992523,0,0
standard,P097,18,0.979944,0.990491,0,0
standard,P097,19,0.978125,0.990786,0,0
standard,P097,20,0.972175,0.985804,0,0
standard,P097,21,0.971772,0.979926,0,0
standard,P097,22,0.971588,0.985232,0,0
standard,P097,23,0.969767,0.987914,0,0
standard,P097,24,0.984435,0.987054,0,0
standard,P097,25,0.975155,0.97926,0,0
standard,P097,26,0.961217,0.984109,0,0
standard,P097,27,0.971657,0.980899,0,0
standard,P097,28,0.973157,0.983638,0,0
standard,P097,29,0.970524,0.981923,0,0
standard,P097,30,0.976285,0.985404,0,0
standard,P097,31,0.986659,0.989537,0,0
standard,P097,32,0.990739,0.985391,0,0
standard,P097,33,0.982654,0.989338,0,0
standard,P097,34,0.99011,0.990463,0,0
standard,P097,35,0.987106,0.988786,0,0
standard,P097,36,0.989311,0.988788,0,0
standard,P097,37,0.988003,0.987058,0,0
standard,P097,38,0.989704,0.989173,0,0
standard,P097,39,0.990281,0.990409,0,0
standard,P097,40,0.993567,0.99317,0,0
standard,P097,41,0.993935,0.993935,0,0
standard,P097,42,0.983537,0.991621,0,0
standard,P097,43,0.995596,0.995596,0,0
standard,P097,44,0.995864,0.995864,0,0
standard,P097,45,0.994662,0.994662,0,0
standard,P097,46,0.993441,0.993441,0,0
standard,P097,47,0.993548,0.993548,0,0
standard,P097,48,0.997848,0.997848,0,0
standard,P097,49,0.995578,0.995578,0,0
standard,P097,50,0.995345,0.995345,0,0
standard,P097,51,0.994201,0.994201,0,0
standard,P097,52,0.993094,0.993094,0,0
standard,P097,53,0.995617,0.995617,0,0
standard,P097,54,0.991648,0.991648,0,0
standard,P097,55,0.984893,0.987013,0,0
standard,P097,56,0.971203,0.976885,0,0
standard,P097,57,0.973934,0.978364,0,0
standard,P097,58,0.965222,0.985415,0,0
standard,P097,59,0.959294,0.978836,0,0
standard,P097,60,0.963188,0.981788,0,0
standard,P097,61,0.972958,0.984941,0,0
standard,P097,62,0.981101,0.985212,0,0
standard,P097,63,0.981158,0.988362,0,0
standard,P097,64,0.979491,0.98407,0,0
standard,P097,65,0.979132,0.982393,0,0
standard,P097,66,0.994779,0.994363,0,0
standard,P097,67,0.993548,0.993981,0,0
standard,P097,68,0.981848,0.98756,0,0
standard,P097,69,0.992257,0.992257,0,0
standard,P097,70,0.9982,0.9982,0,0
standard,P097,71,0.996955,0.996955,0,0
standard,P097,72,0.997509,0.997509,0,0
standard,P108,1,0.994313,0.994313,0,0
standard,P108,2,0.995624,0.995624,0,0
standard,P108,3,0.995635,0.995635,0,0
standard,P108,4,0.997598,0.997598,0,0
standard,P108,5,0.993868,0.993868,0,0
standard,P108,6,0.993194,0.993194,0,0
standard,P108,7,0.991623,0.991623,0,0
standard,P108,8,0.988225,0.988225,0,0
standard,P108,9,0.995085,0.995085,0,0
standard,P108,10,0.991503,0.991503,0,0
standard,P108,11,0.991943,0.991943,0,0
standard,P108,12,0.995971,0.995971,0,0
standard,P108,13,0.990152,0.990152,0,0
standard,P108,14,0.993271,0.993271,0,0
standard,P108,15,0.975445,0.991441,0,0
standard,P108,16,0.996392,0.996392,0,0
standard,P108,17,0.987876,0.987876,0,0
standard,P108,18,0.984169,0.984169,0,0
standard,P108,19,0.978261,0.978261,0,0
standard,P108,20,0.988235,0.988235,0,0
standard,P108,21,0.989271,0.989271,0,0
standard,P108,22,0.983416,0.992424,0,0
standard,P108,23,0.992857,0.992857,0,0
standard,P108,24,0.987984,0.987984,0,0
standard,P108,25,0.976486,0.99024,0,0
standard,P108,26,0.994456,0.994456,0,0
standard,P108,27,0.995773,0.995773,0,0
standard,P108,28,0.99333,0.99333,0,0
standard,P108,29,0.984916,0.984916,0,0
standard,P108,30,0.981391,0.981391,0,0
standard,P108,31,0.979231,0.979231,0,0
standard,P108,32,0.980505,0.983993,0,0
standard,P108,33,0.979857,0.981166,0,0
standard,P108,34,0.988219,0.988881,0,0
standard,P108,35,0.974897,0.976364,0,0
standard,P108,36,0.971612,0.97844,0,0
standard,P108,37,0.977194,0.984883,0,0
standard,P108,38,0.977135,0.97964,0,0
standard,P108,39,0.983932,0.981938,0,0
standard,P108,40,0.979767,0.982481,0,0
standard,P108,41,0.975657,0.971209,0,0
standard,P108,42,0.985352,0.985219,0,0
standard,P108,43,0.983752,0.983301,0,0
standard,P108,44,0.981207,0.981728,0,0
standard,P108,45,0.980286,0.98466,0,0
standard,P108,46,0.984337,0.984352,0,0
standard,P108,47,0.971886,0.985773,0,0
standard,P108,48,0.982986,0.98228,0,0
standard,P108,49,0.982849,0.982849,0,0
standard,P108,50,0.984733,0.98356,0,0
standard,P108,51,0.989283,0.989529,0,0
standard,P108,52,0.991025,0.991267,0,0
standard,P108,53,0.993681,0.993449,0,0
standard,P108,54,0.990937,0.990476,0,0
standard,P108,55,0.99237,0.992141,0,0
standard,P108,56,0.989416,0.988733,0,0
standard,P108,57,0.992898,0.992898,0,0
standard,P108,58,0.992262,0.992262,0,0
standard,P108,59,0.984199,0.985782,0,0
standard,P108,60,0.972766,0.988071,0,0
standard,P108,61,0.993234,0.993234,0,0
standard,P108,62,0.994585,0.994585,0,0
standard,P108,63,0.989398,0.989398,0,0
standard,P108,64,0.982921,0.985488,0,0
standard,P108,65,0.996642,0.996642,0,0
standard,P108,66,0.974635,0.987654,0,0
standard,P108,67,0.995726,0.995726,0,0
standard,P108,68,0.992133,0.992133,0,0
standard,P108,69,0.997078,0.997078,0,0
standard,P108,70,0.99865,0.99865,0,0
standard,P108,71,0.990751,0.990751,0,0
standard,P108,72,0.988448,0.988448,0,0
standard,P108,73,0.996593,0.996593,0,0
standard,P108,74,0.992488,0.992488,0,0
standard,P108,75,0.991803,0.991803,0,0
standard,P108,76,0.98729,0.98729,0,0
standard,P108,77,0.996153,0.996153,0,0
standard,P108,78,0.997513,0.997513,0,0
standard,P108,79,0.986468,0.986468,0,0
standard,P108,80,0.987816,0.987816,0,0
standard,P108,81,0.993434,0.993434,0,0
standard,P108,82,0.983473,0.990718,0,0
standard,P108,83,0.98073,0.989498,0,0
standard,P108,84,0.979138,0.976819,0,0
standard,P108,85,0.982567,0.983926,0,0
standard,P108,86,0.988739,0.988729,0,0
standard,P108,87,0.985878,0.988739,0,0
standard,P108,88,0.975599,0.991472,0,0
standard,P108,89,0.982519,0.990776,0,0
standard,P108,90,0.98009,0.988891,0,0
standard,P108,91,0.978694,0.985567,0,0
standard,P108,92,0.981246,0.983098,0,0
standard,P108,93,0.982691,0.979922,0,0
standard,P108,94,0.979573,0.984163,0,0
standard,P108,95,0.974217,0.989871,0,0
standard,P108,96,0.981524,0.990732,0,0
standard,P108,97,0.988644,0.988644,0,0
standard,P108,98,0.987483,0.987483,0,0
standard,P108,99,0.988153,0.988153,0,0
standard,P108,100,0.993696,0.993696,0,0
standard,P108,101,0.98513,0.988665,0,0
standard,P108,102,0.995621,0.995621,0,0
standard,P108,103,0.9945,0.9945,0,0
standard,P108,104,0.992502,0.992502,0,0
standard,P108,105,0.994131,0.994131,0,0
standard,P108,106,0.994807,0.994807,0,0
standard,P108,107,0.992525,0.992525,0,0
standard,P108,108,0.995226,0.995226,0,0
standard,P109,1,0.98855,0.98855,0,0
standard,P109,2,0.991304,0.991304,0,0
standard,P109,3,0.986472,0.986472,0,0
standard,P109,4,0.99811,0.99811,0,0
standard,P109,5,0.998105,0.998105,0,0
standard,P109,6,0.997015,0.997015,0,0
standard,P109,7,0.987688,0.987688,0,0
standard,P109,8,0.995308,0.995308,0,0
standard,P109,9,0.9964,0.9964,0,0
standard,P109,10,0.997508,0.997508,0,0
standard,P109,11,0.994194,0.994194,0,0
standard,P109,12,0.991745,0.991745,0,0
standard,P109,13,0.973076,0.973076,0,0
standard,P109,14,0.973133,0.973133,0,0
standard,P109,15,0.987661,0.987661,0,0
standard,P109,16,0.988636,0.988636,0,0
standard,P109,17,0.996739,0.996739,0,0
standard,P109,18,0.989719,0.989719,0,0
standard,P109,19,0.992457,0.992457,0,0
standard,P109,20,0.996499,0.996499,0,0
standard,P109,21,0.995962,0.995962,0,0
standard,P109,22,0.994362,0.994362,0,0
standard,P109,23,0.993314,0.993314,0,0
standard,P109,24,0.996257,0.996257,0,0
standard,P109,25,0.997047,0.997047,0,0
standard,P109,26,0.992996,0.992996,0,0
standard,P109,27,0.992744,0.992744,0,0
standard,P109,28,0.987965,0.987965,0,0
standard,P109,29,0.987166,0.987166,0,0
standard,P109,30,0.991402,0.991402,0,0
standard,P109,31,0.986782,0.986782,0,0
standard,P109,32,0.988063,0.988063,0,0
standard,P109,33,0.986369,0.986369,0,0
standard,P109,34,0.980016,0.980016,0,0
standard,P109,35,0.98843,0.98843,0,0
standard,P109,36,0.995039,0.995039,0,0
standard,P109,37,0.994502,0.994502,0,0
