model,patient_id,transition_index,tc_method1_raw,tc_method2_flow_warped,current_empty,previous_empty
standard,P012,139,0.994186,0.994186,0,0
standard,P012,140,0.991291,0.991291,0,0
standard,P012,141,0.988384,0.988384,0,0
standard,P012,142,0.987457,0.987457,0,0
standard,P012,143,0.992169,0.992169,0,0
standard,P012,144,0.993256,0.993256,0,0
standard,P012,145,0.983033,0.983033,0,0
standard,P012,146,0.994612,0.994612,0,0
standard,P019,1,0.981755,0.980736,0,0
standard,P019,2,0.984348,0.974783,0,0
standard,P019,3,0.987931,0.987931,0,0
standard,P019,4,0.991884,0.991884,0,0
standard,P019,5,0.995333,0.995333,0,0
standard,P019,6,0.983411,0.983411,0,0
standard,P019,7,0.994475,0.994475,0,0
standard,P019,8,0.987267,0.987267,0,0
standard,P019,9,0.990209,0.990209,0,0
standard,P019,10,0.990638,0.990638,0,0
standard,P019,11,0.990606,0.990606,0,0
standard,P019,12,0.993133,0.993133,0,0
standard,P019,13,0.991342,0.991342,0,0
standard,P019,14,0.995648,0.995648,0,0
standard,P019,15,0.990401,0.990401,0,0
standard,P019,16,0.99519,0.99519,0,0
standard,P019,17,0.990802,0.990802,0,0
standard,P019,18,0.99297,0.99297,0,0
standard,P019,19,0.99561,0.99561,0,0
standard,P019,20,0.995161,0.995161,0,0
standard,P019,21,0.993843,0.993843,0,0
standard,P019,22,0.996065,0.996065,0,0
standard,P019,23,0.990435,0.990435,0,0
standard,P019,24,0.984789,0.984789,0,0
standard,P019,25,0.989135,0.989135,0,0
standard,P019,26,0.996958,0.996958,0,0
standard,P019,27,0.989987,0.989987,0,0
standard,P019,28,0.993464,0.993464,0,0
standard,P019,29,0.992167,0.992167,0,0
standard,P019,30,0.991721,0.991721,0,0
standard,P019,31,0.991297,0.991297,0,0
standard,P019,32,0.98392,0.98392,0,0
standard,P019,33,0.995641,0.995641,0,0
standard,P019,34,0.995207,0.995207,0,0
standard,P019,35,0.989501,0.989501,0,0
standard,P019,36,0.990842,0.990842,0,0
standard,P019,37,0.993945,0.993945,0,0
standard,P019,38,0.995686,0.995686,0,0
standard,P019,39,0.990493,0.990493,0,0
standard,P019,40,0.99437,0.99437,0,0
standard,P019,41,0.991793,0.991793,0,0
standard,P019,42,0.982906,0.982906,0,0
standard,P019,43,0.993668,0.993668,0,0
standard,P019,44,0.985738,0.985738,0,0
standard,P019,45,0.995826,0.995826,0,0
standard,P019,46,0.995826,0.995826,0,0
standard,P019,47,0.988225,0.97395,0,0
standard,P019,48,0.975899,0.977815,0,0
standard,P019,49,0.988055,0.986803,0,0
standard,P019,50,0.980936,0.975986,0,0
standard,P019,51,0.961702,0.952826,0,0
standard,P019,52,0.955075,0.919188,0,0
standard,P019,53,0.96448,0.9455,0,0
standard,P019,54,0.942979,0.968099,0,0
standard,P019,55,0.948975,0.966234,0,0
standard,P019,56,0.930094,0.920051,0,0
standard,P019,57,0.96339,0.981595,0,0
standard,P019,58,0.959184,0.972245,0,0
standard,P019,59,0.967427,0.983299,0,0
standard,P019,60,0.982829,0.982829,0,0
standard,P019,61,0.98658,0.98658,0,0
standard,P019,62,0.983421,0.9911,0,0
standard,P019,63,0.965822,0.98063,0,0
standard,P019,64,0.920587,0.930075,0,0
standard,P019,65,0.949398,0.947006,0,0
standard,P019,66,0.953368,0.950032,0,0
standard,P019,67,0.986005,0.986005,0,0
standard,P019,68,0.990385,0.990385,0,0
standard,P019,69,0.992,0.992,0,0
standard,P019,70,0.990458,0.990458,0,0
standard,P019,71,0.990837,0.990837,0,0
standard,P019,72,0.987421,0.987421,0,0
standard,P019,73,0.990912,0.990912,0,0
standard,P019,74,0.989912,0.989912,0,0
standard,P019,75,0.975842,0.975842,0,0
standard,P019,76,0.987122,0.987122,0,0
standard,P019,77,0.985593,0.985593,0,0
standard,P019,78,0.989011,0.989011,0,0
standard,P019,79,0.990213,0.990213,0,0
standard,P019,80,0.97186,0.97186,0,0
standard,P019,81,0.963415,0.972816,0,0
standard,P019,82,0.984513,0.984513,0,0
standard,P019,83,0.941869,0.986755,0,0
standard,P019,84,0.97979,0.97979,0,0
standard,P019,85,0.987072,0.987072,0,0
standard,P019,86,0.981161,0.981161,0,0
standard,P019,87,0.986122,0.986122,0,0
standard,P019,88,0.988217,0.988217,0,0
standard,P019,89,0.99093,0.99093,0,0
standard,P019,90,0.987823,0.987823,0,0
standard,P019,91,0.978074,0.978074,0,0
standard,P019,92,0.987271,0.987271,0,0
standard,P019,93,0.971315,0.973872,0,0
standard,P019,94,0.961049,0.962933,0,0
standard,P019,95,0.95375,0.969887,0,0
standard,P019,96,0.955556,0.960123,0,0
standard,P019,97,0.950247,0.959538,0,0
standard,P019,98,0.955766,0.973485,0,0
standard,P019,99,0.908944,0.886086,0,0
standard,P019,100,0.912049,0.898857,0,0
standard,P019,101,0.957342,0.952931,0,0
standard,P019,102,0.986155,0.986155,0,0
standard,P019,103,0.976848,0.971812,0,0
standard,P019,104,0.965424,0.965424,0,0
standard,P019,105,0.958161,0.983441,0,0
standard,P019,106,0.965679,0.982605,0,0
standard,P019,107,0.979611,0.973921,0,0
standard,P019,108,0.97351,0.979186,0,0
standard,P019,109,0.988732,0.988732,0,0
standard,P019,110,0.983146,0.973772,0,0
standard,P019,111,0.992488,0.992488,0,0
standard,P019,112,0.985915,0.985915,0,0
standard,P019,113,0.995318,0.995318,0,0
standard,P019,114,0.996718,0.996718,0,0
standard,P019,115,0.991549,0.991549,0,0
standard,P019,116,0.993446,0.993446,0,0
standard,P019,117,0.982309,0.982309,0,0
standard,P019,118,0.978271,0.978271,0,0
standard,P019,119,0.986059,0.986059,0,0
standard,P019,120,0.994833,0.994833,0,0
standard,P019,121,0.984038,0.978137,0,0
standard,P020,1,0.988336,0.988336,0,0
standard,P020,2,0.996616,0.996616,0,0
standard,P020,3,0.993799,0.993799,0,0
standard,P020,4,0.991304,0.991304,0,0
standard,P020,5,0.993552,0.993552,0,0
standard,P020,6,0.990346,0.990346,0,0
standard,P020,7,0.992292,0.992292,0,0
standard,P020,8,0.98705,0.98705,0,0
standard,P020,9,0.991096,0.991096,0,0
standard,P020,10,0.991902,0.991902,0,0
standard,P020,11,0.992709,0.992709,0,0
standard,P020,12,0.988764,0.988764,0,0
standard,P020,13,0.993817,0.993817,0,0
standard,P020,14,0.994688,0.994688,0,0
standard,P020,15,0.994463,0.994463,0,0
standard,P020,16,0.996135,0.996135,0,0
standard,P020,17,0.989277,0.989277,0,0
standard,P020,18,0.99455,0.99455,0,0
standard,P020,19,0.986999,0.986999,0,0
standard,P020,20,0.968079,0.968079,0,0
standard,P020,21,0.946322,0.976718,0,0
standard,P020,22,0.971088,0.979741,0,0
standard,P020,23,0.976848,0.980121,0,0
standard,P020,24,0.980706,0.986907,0,0
standard,P020,25,0.976567,0.9787,0,0
standard,P020,26,0.980032,0.983906,0,0
standard,P020,27,0.98255,0.983187,0,0
standard,P020,28,0.980318,0.980497,0,0
standard,P020,29,0.970185,0.983222,0,0
standard,P020,30,0.987543,0.988936,0,0
standard,P020,31,0.992109,0.992109,0,0
standard,P020,32,0.989578,0.989578,0,0
standard,P020,33,0.991228,0.991228,0,0
standard,P020,34,0.989381,0.989381,0,0
standard,P020,35,0.986722,0.986722,0,0
standard,P020,36,0.98888,0.984876,0,0
standard,P020,37,0.990812,0.990812,0,0
standard,P020,38,0.980876,0.983,0,0
standard,P020,39,0.989076,0.989076,0,0
standard,P020,40,0.98545,0.98545,0,0
standard,P020,41,0.990392,0.990392,0,0
standard,P020,42,0.995558,0.995558,0,0
standard,P020,43,0.99604,0.99604,0,0
standard,P020,44,0.995265,0.995265,0,0
standard,P020,45,0.995728,0.995728,0,0
standard,P020,46,0.993414,0.993414,0,0
standard,P020,47,0.996432,0.996432,0,0
standard,P020,48,0.984725,0.984725,0,0
standard,P020,49,0.994419,0.994419,0,0
standard,P020,50,0.984367,0.984367,0,0
standard,P020,51,0.992715,0.992715,0,0
standard,P020,52,0.976111,0.976111,0,0
standard,P020,53,0.988079,0.988079,0,0
standard,P020,54,0.985203,0.985203,0,0
standard,P020,55,0.995947,0.995947,0,0
standard,P020,56,0.991426,0.991426,0,0
standard,P020,57,0.987382,0.987382,0,0
standard,P020,58,0.990461,0.990461,0,0
standard,P020,59,0.987355,0.987355,0,0
standard,P020,60,0.993519,0.993519,0,0
standard,P020,61,0.995284,0.995284,0,0
standard,P020,62,0.996045,0.996045,0,0
standard,P020,63,0.994824,0.994824,0,0
standard,P020,64,0.996053,0.996053,0,0
standard,P020,65,0.985551,0.985551,0,0
standard,P020,66,0.984608,0.984608,0,0
standard,P020,67,0.991388,0.991388,0,0
standard,P020,68,0.988098,0.988098,0,0
standard,P020,69,0.990164,0.987952,0,0
standard,P020,70,0.975142,0.97408,0,0
standard,P020,71,0.97841,0.978209,0,0
standard,P020,72,0.991105,0.991105,0,0
standard,P020,73,0.994138,0.994138,0,0
standard,P020,74,0.987001,0.987654,0,0
standard,P020,75,0.988694,0.987409,0,0
standard,P020,76,0.959388,0.967726,0,0
standard,P020,77,0.977326,0.980701,0,0
standard,P020,78,0.977885,0.989054,0,0
standard,P020,79,0.981188,0.984792,0,0
standard,P020,80,0.98481,0.989308,0,0
standard,P020,81,0.987113,0.987113,0,0
standard,P020,82,0.98949,0.98949,0,0
standard,P020,83,0.989942,0.989942,0,0
standard,P020,84,0.992612,0.992612,0,0
standard,P020,85,0.994463,0.994463,0,0
standard,P020,86,0.98813,0.98813,0,0
standard,P020,87,0.990281,0.990281,0,0
standard,P020,88,0.993707,0.993707,0,0
standard,P020,89,0.989663,0.989663,0,0
standard,P020,90,0.986516,0.986516,0,0
standard,P020,91,0.993182,0.993182,0,0
standard,P020,92,0.99044,0.99044,0,0
standard,P020,93,0.987232,0.987232,0,0
standard,P020,94,0.992135,0.992135,0,0
standard,P020,95,0.989047,0.989047,0,0
standard,P020,96,0.984811,0.984811,0,0
standard,P020,97,0.986784,0.986784,0,0
standard,P020,98,0.991185,0.991185,0,0
standard,P020,99,0.979466,0.979466,0,0
standard,P020,100,0.990515,0.990515,0,0
standard,P020,101,0.985066,0.985066,0,0
standard,P020,102,0.986418,0.986418,0,0
standard,P021,1,0.935223,0.935223,0,0
standard,P021,2,0.938697,0.938697,0,0
standard,P021,3,0.880131,0.880131,0,0
standard,P021,4,0.941844,0.941844,0,0
standard,P021,5,0.960106,0.960106,0,0
standard,P021,6,0.963158,0.963158,0,0
standard,P021,7,0.983827,0.983827,0,0
standard,P021,8,0.948229,0.948229,0,0
standard,P021,9,0.923077,0.921596,0,0
standard,P021,10,0.84375,0.85049,0,0
standard,P021,11,0.875,0.880626,0,0
standard,P021,12,0.831976,0.828207,0,0
standard,P021,13,0.947048,0.947048,0,0
standard,P021,14,0.97619,0.97619,0,0
standard,P021,15,0.964731,0.964731,0,0
standard,P021,16,0.979937,0.979937,0,0
standard,P021,17,0.977188,0.977188,0,0
standard,P021,18,0.960795,0.960795,0,0
standard,P021,19,0.896161,0.896161,0,0
standard,P021,20,0.82991,0.829228,0,0
standard,P021,21,0.854928,0.854928,0,0
standard,P021,22,0.775385,0.774194,0,0
standard,P021,23,0.810811,0.794702,0,0
standard,P021,24,0.713911,0.713911,0,0
standard,P021,25,0.8125,0.8125,0,0
standard,P021,26,0.9,0.9,0,0
standard,P021,27,0.850174,0.850174,0,0
standard,P021,28,0.865672,0.865672,0,0
standard,P021,29,0.849673,0.85342,0,0
standard,P021,30,0.847059,0.847059,0,0
standard,P021,31,0.702381,0.702381,0,0
standard,P021,32,0.663934,0.663934,0,0
standard,P021,33,0.819095,0.819095,0,0
standard,P021,34,0.874353,0.873942,0,0
standard,P021,35,0.896249,0.896249,0,0
standard,P021,36,0.916996,0.916996,0,0
standard,P021,37,0.951171,0.951171,0,0
standard,P021,38,0.984211,0.984211,0,0
standard,P021,39,0.974908,0.974908,0,0
standard,P021,40,0.96727,0.961911,0,0
standard,P021,41,0.976932,0.976932,0,0
standard,P021,42,0.989434,0.989434,0,0
standard,P021,43,0.972973,0.972973,0,0
standard,P021,44,0.973845,0.974597,0,0
standard,P021,45,0.986282,0.986282,0,0
standard,P021,46,0.988523,0.988523,0,0
standard,P021,47,0.992114,0.992114,0,0
standard,P021,48,0.984021,0.984021,0,0
standard,P021,49,0.990886,0.990886,0,0
standard,P021,50,0.987478,0.987478,0,0
standard,P021,51,0.983629,0.983629,0,0
standard,P021,52,0.992083,0.992083,0,0
standard,P021,53,0.983287,0.983287,0,0
standard,P021,54,0.987584,0.987584,0,0
standard,P021,55,0.959445,0.96996,0,0
standard,P021,56,0.97037,0.983558,0,0
standard,P021,57,0.981227,0.981227,0,0
standard,P021,58,0.990864,0.990864,0,0
standard,P021,59,0.99131,0.99131,0,0
standard,P021,60,0.989612,0.989612,0,0
standard,P021,61,0.984028,0.984028,0,0
standard,P021,62,0.986572,0.986572,0,0
standard,P021,63,0.985225,0.985225,0,0
standard,P021,64,0.9881,0.9881,0,0
standard,P021,65,0.978918,0.978918,0,0
standard,P021,66,0.982192,0.982192,0,0
standard,P021,67,0.986329,0.986329,0,0
standard,P021,68,0.990404,0.990404,0,0
standard,P021,69,0.978427,0.978427,0,0
standard,P021,70,0.976327,0.976327,0,0
standard,P021,71,0.956105,0.956105,0,0
standard,P021,72,0.962006,0.962006,0,0
standard,P021,73,0.973465,0.973465,0,0
standard,P021,74,0.971978,0.971978,0,0
standard,P021,75,0.977691,0.977691,0,0
standard,P021,76,0.964912,0.964912,0,0
standard,P021,77,0.988385,0.988385,0,0
standard,P021,78,0.986032,0.986032,0,0
standard,P021,79,0.974359,0.974359,0,0
standard,P021,80,0.987585,0.987585,0,0
standard,P021,81,0.991857,0.991857,0,0
standard,P021,82,0.983824,0.983824,0,0
standard,P021,83,0.990364,0.990364,0,0
standard,P021,84,0.984258,0.984258,0,0
standard,P021,85,0.977815,0.977815,0,0
standard,P021,86,0.96959,0.96959,0,0
standard,P021,87,0.968735,0.968735,0,0
standard,P021,88,0.975945,0.975945,0,0
standard,P021,89,0.977822,0.977822,0,0
standard,P021,90,0.971483,0.971483,0,0
standard,P021,91,0.965079,0.965079,0,0
standard,P021,92,0.983051,0.983051,0,0
standard,P021,93,0.965975,0.965975,0,0
standard,P021,94,0.98888,0.98888,0,0
standard,P021,95,0.98068,0.982267,0,0
standard,P021,96,0.972429,0.971726,0,0
standard,P021,97,0.935282,0.935652,0,0
standard,P021,98,0.899965,0.889662,0,0
standard,P021,99,0.826353,0.816186,0,0
standard,P021,100,0.647336,0.627027,0,0
standard,P021,101,0.877223,0.871404,0,0
standard,P021,102,0.778999,0.773089,0,0
standard,P021,103,0.811646,0.806852,0,0
standard,P021,104,0.890823,0.889415,0,0
standard,P021,105,0.945035,0.950761,0,0
standard,P021,106,0.943074,0.945766,0,0
standard,P021,107,0.881166,0.883146,0,0
standard,P021,108,0.952,0.952,0,0
standard,P021,109,0.829268,0.823804,0,0
standard,P021,110,0.863753,0.863753,0,0
standard,P021,111,0.78266,0.78266,0,0
standard,P021,112,0.791027,0.791027,0,0
standard,P021,113,0.956199,0.956199,0,0
standard,P021,114,0.734322,0.734322,0,0
standard,P021,115,0.727166,0.727166,0,0
standard,P021,116,0.668689,0.668689,0,0
standard,P021,117,0.609575,0.609575,0,0
standard,P021,118,0.885086,0.885086,0,0
standard,P021,119,0.859813,0.859813,0,0
standard,P021,120,0.805195,0.805195,0,0
standard,P021,121,0.931429,0.931429,0,0
standard,P021,122,0.830769,0.830769,0,0
standard,P021,123,0.862651,0.862651,0,0
standard,P021,124,0.910569,0.910569,0,0
standard,P021,125,0.831522,0.831522,0,0
standard,P021,126,0.935065,0.935065,0,0
standard,P021,127,0.788406,0.831461,0,0
standard,P021,128,0.872727,0.872727,0,0
standard,P021,129,0.0,0.0,0,0
standard,P021,130,0.938111,0.938111,0,0
standard,P021,131,0.945455,0.945455,0,0
standard,P021,132,0.947791,0.947791,0,0
standard,P021,133,0.0,0.0,1,0
standard,P021,134,0.0,0.0,0,1
standard,P021,135,0.0,0.0,0,0
standard,P021,136,0.410656,0.414776,0,0
standard,P021,137,0.914734,0.914179,0,0
standard,P021,138,0.968562,0.968562,0,0
standard,P021,139,0.981047,0.981047,0,0
standard,P021,140,0.965742,0.961688,0,0
standard,P021,141,0.972279,0.972279,0,0
standard,P021,142,0.979399,0.979399,0,0
standard,P021,143,0.957385,0.957385,0,0
standard,P021,144,0.979825,0.979825,0,0
standard,P021,145,0.991093,0.991093,0,0
standard,P021,146,0.9843,0.9843,0,0
standard,P021,147,0.979478,0.979478,0,0
standard,P021,148,0.989206,0.989206,0,0
standard,P021,149,0.973358,0.973358,0,0
standard,P021,150,0.993341,0.993341,0,0
standard,P021,151,0.97251,0.97251,0,0
standard,P021,152,0.986869,0.986869,0,0
standard,P021,153,0.985559,0.985559,0,0
standard,P021,154,0.976225,0.976225,0,0
standard,P021,155,0.956256,0.956256,0,0
standard,P021,156,0.9389,0.9389,0,0
standard,P021,157,0.953927,0.953927,0,0
standard,P021,158,0.788314,0.788314,0,0
standard,P021,159,0.952381,0.952381,0,0
standard,P021,160,0.868179,0.868179,0,0
standard,P021,161,0.944984,0.944984,0,0
standard,P021,162,0.911215,0.911215,0,0
standard,P021,163,0.939516,0.939516,0,0
standard,P021,164,0.902136,0.902136,0,0
standard,P021,165,0.800436,0.800546,0,0
standard,P021,166,0.449071,0.447905,0,0
standard,P021,167,0.0,0.0,0,0
standard,P021,168,0.801242,0.82716,0,0
standard,P021,169,0.777862,0.790347,0,0
standard,P021,170,0.220641,0.219858,0,0
standard,P021,171,0.0,0.0,0,0
standard,P021,172,0.631579,0.646617,0,0
standard,P021,173,0.0,0.0,0,0
standard,P021,174,0.705882,0.705882,0,0
standard,P021,175,0.72381,0.738318,0,0
standard,P021,176,0.939394,0.939394,0,0
standard,P021,177,0.772059,0.772059,0,0
standard,P021,178,0.875421,0.846667,0,0
standard,P021,179,0.772093,0.731481,0,0
standard,P021,180,0.605166,0.605166,0,0
standard,P021,181,0.799136,0.799136,0,0
standard,P021,182,0.864275,0.864275,0,0
standard,P021,183,0.858491,0.858491,0,0
standard,P021,184,0.928983,0.928983,0,0
standard,P021,185,0.947908,0.947908,0,0
standard,P021,186,0.965354,0.965354,0,0
standard,P021,187,0.983333,0.983333,0,0
standard,P021,188,0.98295,0.98295,0,0
standard,P021,189,0.970085,0.970085,0,0
standard,P021,190,0.934896,0.934896,0,0
standard,P021,191,0.957882,0.957882,0,0
standard,P021,192,0.972842,0.972842,0,0
standard,P021,193,0.956354,0.956354,0,0
standard,P021,194,0.966942,0.966942,0,0
standard,P021,195,0.923888,0.926682,0,0
standard,P021,196,0.937075,0.937075,0,0
standard,P021,197,0.98,0.98,0,0
standard,P021,198,0.966355,0.966355,0,0
standard,P021,199,0.980057,0.980057,0,0
standard,P040,1,0.986913,0.98755,0,0
standard,P040,2,0.992692,0.992692,0,0
standard,P040,3,0.995204,0.995204,0,0
standard,P040,4,0.984668,0.987433,0,0
standard,P040,5,0.997318,0.997318,0,0
standard,P040,6,0.998279,0.998279,0,0
standard,P040,7,0.993881,0.993881,0,0
standard,P040,8,0.997899,0.997899,0,0
standard,P040,9,0.998093,0.998093,0,0
standard,P040,10,0.998092,0.998092,0,0
standard,P040,11,0.998285,0.998285,0,0
standard,P040,12,0.997337,0.997337,0,0
standard,P040,13,0.996395,0.996395,0,0
standard,P040,14,0.995651,0.995651,0,0
standard,P040,15,0.999057,0.999057,0,0
standard,P040,16,0.998871,0.998871,0,0
standard,P040,17,0.99194,0.99194,0,0
standard,P040,18,0.992526,0.992526,0,0
standard,P040,19,0.996081,0.996081,0,0
standard,P040,20,0.996071,0.996071,0,0
standard,P040,21,0.996611,0.996611,0,0
standard,P040,22,0.981003,0.987749,0,0
standard,P040,23,0.992156,0.992156,0,0
standard,P040,24,0.993499,0.993499,0,0
standard,P040,25,0.997706,0.997706,0,0
standard,P040,26,0.997126,0.997126,0,0
standard,P040,27,0.995571,0.995571,0,0
standard,P040,28,0.996316,0.996316,0,0
standard,P040,29,0.997074,0.997074,0,0
standard,P040,30,0.997061,0.997061,0,0
standard,P040,31,0.995475,0.995475,0,0
standard,P040,32,0.997833,0.997833,0,0
standard,P040,33,0.994473,0.994473,0,0
standard,P040,34,0.992692,0.992692,0,0
standard,P040,35,0.99489,0.99489,0,0
standard,P040,36,0.996875,0.996875,0,0
standard,P040,37,0.989687,0.989687,0,0
standard,P040,38,0.986957,0.987023,0,0
standard,P040,39,0.981726,0.98417,0,0
standard,P040,40,0.96838,0.977146,0,0
standard,P040,41,0.969151,0.981474,0,0
standard,P040,42,0.972641,0.990295,0,0
standard,P040,43,0.978754,0.988728,0,0
standard,P040,44,0.980462,0.9872,0,0
standard,P040,45,0.979106,0.988451,0,0
standard,P040,46,0.977421,0.985498,0,0
standard,P040,47,0.981871,0.99393,0,0
standard,P040,48,0.986906,0.989021,0,0
standard,P040,49,0.990538,0.988541,0,0
standard,P040,50,0.979847,0.987361,0,0
standard,P040,51,0.993509,0.993546,0,0
standard,P040,52,0.987995,0.990215,0,0
standard,P040,53,0.991372,0.990842,0,0
standard,P040,54,0.985899,0.988102,0,0
standard,P040,55,0.981006,0.985698,0,0
standard,P040,56,0.991082,0.989803,0,0
standard,P040,57,0.985649,0.985879,0,0
standard,P040,58,0.988638,0.988638,0,0
standard,P040,59,0.991171,0.991171,0,0
standard,P040,60,0.987489,0.987489,0,0
standard,P040,61,0.995204,0.995204,0,0
standard,P040,62,0.995232,0.995232,0,0
standard,P040,63,0.994829,0.994829,0,0
standard,P040,64,0.988568,0.989306,0,0
standard,P040,65,0.994317,0.994317,0,0
standard,P040,66,0.991068,0.992182,0,0
standard,P040,67,0.98712,0.9879,0,0
standard,P040,68,0.996476,0.996476,0,0
standard,P040,69,0.996759,0.996759,0,0
standard,P040,70,0.998589,0.998589,0,0
standard,P040,71,0.996749,0.996749,0,0
standard,P040,72,0.991941,0.991941,0,0
standard,P040,73,0.992639,0.992639,0,0
standard,P040,74,0.994767,0.994767,0,0
standard,P040,75,0.993527,0.993527,0,0
standard,P040,76,0.997894,0.997894,0,0
standard,P040,77,0.99146,0.990777,0,0
standard,P040,78,0.994532,0.994532,0,0
standard,P040,79,0.989702,0.988499,0,0
standard,P040,80,0.987116,0.986928,0,0
standard,P040,81,0.984829,0.984208,0,0
standard,P040,82,0.983364,0.985545,0,0
standard,P040,83,0.976184,0.9865,0,0
standard,P040,84,0.97747,0.982289,0,0
standard,P040,85,0.976081,0.986156,0,0
standard,P040,86,0.980541,0.991046,0,0
standard,P040,87,0.977756,0.988404,0,0
standard,P040,88,0.985084,0.98627,0,0
standard,P040,89,0.990905,0.991258,0,0
standard,P040,90,0.990868,0.991979,0,0
standard,P040,91,0.991854,0.990838,0,0
standard,P040,92,0.993177,0.992672,0,0
standard,P040,93,0.989625,0.990056,0,0
standard,P040,94,0.98785,0.988323,0,0
standard,P040,95,0.980151,0.986396,0,0
standard,P040,96,0.989734,0.989734,0,0
standard,P040,97,0.990453,0.990453,0,0
standard,P040,98,0.993929,0.993929,0,0
standard,P040,99,0.990681,0.990681,0,0
standard,P040,100,0.992109,0.992109,0,0
standard,P040,101,0.977698,0.987186,0,0
standard,P040,102,0.985591,0.985042,0,0
standard,P040,103,0.986508,0.986508,0,0
standard,P040,104,0.988214,0.988214,0,0
standard,P040,105,0.98916,0.98916,0,0
standard,P040,106,0.993513,0.993513,0,0
standard,P040,107,0.993828,0.993828,0,0
standard,P040,108,0.993955,0.993955,0,0
standard,P040,109,0.99298,0.99298,0,0
standard,P040,110,0.992407,0.992407,0,0
standard,P040,111,0.992018,0.992018,0,0
standard,P040,112,0.996954,0.996954,0,0
standard,P040,113,0.996193,0.996193,0,0
standard,P040,114,0.990693,0.990693,0,0
standard,P040,115,0.995827,0.995827,0,0
standard,P040,116,0.993004,0.993004,0,0
standard,P040,117,0.996606,0.996606,0,0
standard,P040,118,0.99661,0.99661,0,0
standard,P040,119,0.99491,0.99491,0,0
standard,P040,120,0.996599,0.996599,0,0
standard,P041,1,0.988303,0.989364,0,0
standard,P041,2,0.986886,0.992031,0,0
standard,P041,3,0.990693,0.990035,0,0
standard,P041,4,0.980511,0.981956,0,0
standard,P041,5,0.990635,0.989926,0,0
standard,P041,6,0.987744,0.987744,0,0
standard,P041,7,0.990842,0.991053,0,0
standard,P041,8,0.990983,0.991141,0,0
standard,P041,9,0.988752,0.989622,0,0
standard,P041,10,0.992044,0.991829,0,0
standard,P041,11,0.997615,0.997615,0,0
standard,P041,12,0.994222,0.994222,0,0
standard,P041,13,0.991038,0.991038,0,0
standard,P041,14,0.992835,0.993047,0,0
standard,P041,15,0.98369,0.989395,0,0
standard,P041,16,0.993317,0.99299,0,0
standard,P041,17,0.996076,0.995263,0,0
standard,P041,18,0.991527,0.991861,0,0
standard,P041,19,0.989339,0.989339,0,0
standard,P041,20,0.992408,0.992408,0,0
standard,P041,21,0.989104,0.989104,0,0
standard,P041,22,0.984226,0.989029,0,0
standard,P041,23,0.997635,0.997635,0,0
standard,P041,24,0.996785,0.996785,0,0
standard,P041,25,0.992036,0.994104,0,0
standard,P041,26,0.99523,0.99523,0,0
standard,P041,27,0.990238,0.990303,0,0
standard,P041,28,0.992037,0.990907,0,0
standard,P041,29,0.994861,0.994861,0,0
standard,P041,30,0.996253,0.996253,0,0
standard,P041,31,0.997934,0.997934,0,0
standard,P041,32,0.99857,0.99857,0,0
standard,P041,33,0.996511,0.996511,0,0
standard,P041,34,0.998309,0.998309,0,0
standard,P041,35,0.997674,0.997674,0,0
standard,P041,36,0.997309,0.997309,0,0
standard,P041,37,0.997263,0.997263,0,0
standard,P041,38,0.997214,0.997214,0,0
standard,P041,39,0.997846,0.997846,0,0
standard,P041,40,0.996534,0.996534,0,0
standard,P041,41,0.998059,0.998059,0,0
standard,P041,42,0.996856,0.996856,0,0
standard,P041,43,0.997492,0.997492,0,0
standard,P041,44,0.99708,0.99687,0,0
standard,P041,45,0.998853,0.998853,0,0
standard,P041,46,0.997814,0.997814,0,0
standard,P041,47,0.998283,0.998283,0,0
standard,P041,48,0.997086,0.997086,0,0
standard,P041,49,0.998335,0.998335,0,0
standard,P041,50,0.996821,0.996821,0,0
standard,P041,51,0.995239,0.995012,0,0
standard,P041,52,0.996956,0.996903,0,0
standard,P041,53,0.994323,0.994303,0,0
standard,P041,54,0.994566,0.993425,0,0
standard,P041,55,0.995973,0.993719,0,0
standard,P041,56,0.990505,0.987319,0,0
standard,P041,57,0.989201,0.986499,0,0
standard,P041,58,0.989705,0.990283,0,0
standard,P041,59,0.994628,0.99246,0,0
standard,P041,60,0.992099,0.989846,0,0
standard,P041,61,0.99591,0.994038,0,0
standard,P041,62,0.996481,0.99497,0,0
standard,P041,63,0.994558,0.994496,0,0
standard,P041,64,0.995736,0.995626,0,0
standard,P041,65,0.99729,0.996556,0,0
standard,P041,66,0.98752,0.992379,0,0
standard,P041,67,0.994667,0.994667,0,0
standard,P041,68,0.990699,0.994398,0,0
standard,P041,69,0.992608,0.992447,0,0
standard,P041,70,0.992883,0.99627,0,0
standard,P041,71,0.994196,0.994574,0,0
standard,P041,72,0.99401,0.996342,0,0
standard,P041,73,0.996504,0.996937,0,0
standard,P041,74,0.99372,0.993323,0,0
standard,P041,75,0.994551,0.994386,0,0
standard,P041,76,0.9963,0.996517,0,0
standard,P041,77,0.996299,0.99646,0,0
standard,P041,78,0.996248,0.995426,0,0
standard,P041,79,0.998047,0.99685,0,0
standard,P041,80,0.997127,0.996527,0,0
standard,P041,81,0.996475,0.995657,0,0
standard,P041,82,0.996904,0.996304,0,0
standard,P041,83,0.996193,0.996139,0,0
standard,P041,84,0.996797,0.996633,0,0
standard,P041,85,0.995187,0.994589,0,0
