model,patient_id,frame_index,cohort,dice,iou,hd95,assd,relative_area_error,pred_area,gt_area,status,temporal_dice,absent_transition_rate,track_break_rate,mask_dropout_rate
standard,P000,62,excluded,0.5688671556642216,0.39749430523917995,15.56276420267497,4.344811756506602,0.027331189710610933,605,622,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,63,excluded,0.535064935064935,0.36524822695035464,18.43094202402544,4.987775949255129,0.075,555,600,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,64,excluded,0.5363790186125211,0.36647398843930634,17.867531318689952,5.010779979296331,0.06862745098039216,570,612,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,65,excluded,0.5978878960194963,0.4264194669756663,13.057304963134975,3.8382301930278735,0.0016260162601626016,616,615,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,66,excluded,0.5928286852589641,0.42129105322763305,12.045211367307068,3.7990865940335454,0.05065359477124183,643,612,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,67,excluded,0.6050695012264923,0.43376318874560377,12.565708052501224,3.820924793954822,0.06239460370994941,630,593,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,68,excluded,0.6058158319870759,0.43453070683661643,11.670463013896406,3.7802120980231977,0.14558058925476602,661,577,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,69,excluded,0.6199021207177814,0.4491725768321513,10.588816906321853,3.5483691306456286,0.17375886524822695,662,564,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,70,excluded,0.5840266222961731,0.41245593419506466,12.877188724235724,4.059522827330323,0.2136279926335175,659,543,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,71,excluded,0.6370250606305577,0.46737841043890865,9.168963936313178,3.3262070020286565,0.30353817504655495,700,537,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,72,excluded,0.656025538707103,0.48812351543942994,8.08065309859222,3.0784314308040175,0.30330882352941174,709,544,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,73,excluded,0.6784565916398714,0.51338199513382,7.347242532597193,2.88045652843913,0.28256880733944956,699,545,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,74,excluded,0.6639741518578353,0.4969770253929867,7.280109889280518,3.0225881277481452,0.30970149253731344,702,536,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,75,excluded,0.6511266511266511,0.4827188940092166,8.320659374755873,3.248865637499454,0.3442622950819672,738,549,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,76,excluded,0.6451116243264049,0.47613636363636364,8.06225774829855,3.3640126974058937,0.3704379562043796,751,548,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,77,excluded,0.6503442999234889,0.481859410430839,7.772042730716017,3.338046586981129,0.35071942446043164,751,556,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,78,excluded,0.6449659348978047,0.4759776536312849,7.7943669628377545,3.422392552276125,0.37589928057553956,765,556,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,79,excluded,0.6425939572586588,0.4733984799131379,8.015564437074637,3.5190254980514935,0.4232142857142857,797,560,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,80,excluded,0.6408193123628383,0.4714747039827772,8.94427190999916,3.5659913183632987,0.44543828264758495,808,559,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,81,excluded,0.6308139534883721,0.4607218683651805,9.316040960936556,3.7200337570163096,0.4483985765124555,814,562,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,82,excluded,0.5969924812030075,0.4255091103965702,10.0,3.949575663712878,0.46296296296296297,790,540,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,83,excluded,0.6021021021021021,0.43071965628356607,10.0,3.887943943728497,0.4666666666666667,792,540,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,84,excluded,0.6130434782608696,0.44200626959247646,10.0,3.8844768452015033,0.4731182795698925,822,558,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,85,excluded,0.6019417475728155,0.4305555555555556,10.63014581273465,3.928308154354178,0.46139705882352944,795,544,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,86,excluded,0.6072186836518046,0.43597560975609756,11.079949017461697,4.03257015712155,0.5277280858676208,854,559,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,87,excluded,0.6167960479887086,0.4459183673469388,11.27997635107054,3.9644970194673803,0.5303571428571429,857,560,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,88,excluded,0.6082036775106082,0.4369918699186992,11.661903789690601,4.0088413714980495,0.5204991087344029,853,561,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,89,excluded,0.6122159090909091,0.44114636642784033,11.946671881516872,3.9695460103299283,0.5323741007194245,852,556,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,90,excluded,0.5927007299270073,0.4211618257261411,12.418234558004894,4.016008456071658,0.5607476635514018,835,535,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,91,excluded,0.5821529745042493,0.41058941058941056,13.284106795891025,4.212435977736972,0.5214285714285715,852,560,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,92,excluded,0.5867418899858956,0.4151696606786427,13.284106795891025,4.193281773397325,0.5053003533568905,852,566,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,93,excluded,0.5817655571635311,0.41020408163265304,13.321907101350378,4.1176305367481465,0.5592592592592592,842,540,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,94,excluded,0.5771428571428572,0.40562248995983935,13.892443989449804,4.1939297656643015,0.5735294117647058,856,544,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,95,excluded,0.5710165825522711,0.39959636730575177,14.390889890282075,4.218557015804088,0.5637707948243993,846,541,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,96,excluded,0.5798561151079137,0.4083080040526849,13.416407864998739,4.182381499773755,0.5,834,556,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,97,excluded,0.5836972343522562,0.41212744090441933,13.564457979988106,4.140239106025049,0.48014440433212996,820,554,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,98,excluded,0.5974025974025974,0.42592592592592593,12.96124969497314,4.0529313379843765,0.4444444444444444,819,567,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,99,excluded,0.6194563662374821,0.44870466321243524,12.529964086141668,3.9032269027927917,0.40619621342512907,817,581,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,100,excluded,0.6357894736842106,0.4660493827160494,12.019874646008962,3.7796176165685917,0.42346938775510207,837,588,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,101,excluded,0.6391608391608392,0.4696813977389517,11.583858928080831,3.8104196914576565,0.4074074074074074,836,594,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,102,excluded,0.6465339739190117,0.4776876267748479,10.69912469327669,3.7202504452080674,0.4323873121869783,858,599,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,103,excluded,0.660427807486631,0.4930139720558882,9.889367509648554,3.665765387752841,0.42857142857142855,880,616,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,104,excluded,0.6793442622950819,0.5143992055610725,9.46833483354815,3.466350841253169,0.3606811145510836,879,646,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,105,excluded,0.676147382029735,0.5107421875,9.337484628412934,3.5779193539648024,0.3726993865030675,895,652,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,106,excluded,0.6746031746031746,0.5089820359281437,9.486832980505138,3.519490317511096,0.3514774494556765,869,643,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,107,excluded,0.6768414067684141,0.5115346038114343,9.486832980505138,3.464532168410138,0.3620689655172414,869,638,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,108,excluded,0.6698176907494936,0.5035532994923858,9.871196418755654,3.531693796464202,0.37720706260032105,858,623,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,109,excluded,0.6580557443915703,0.49037487335359675,9.984885780179606,3.5788835512342345,0.43140495867768597,866,605,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,110,excluded,0.6584022038567493,0.49075975359342916,10.290750585296928,3.530759866115361,0.448566610455312,859,593,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,111,excluded,0.6567567567567567,0.48893360160965793,10.456807664178477,3.581672436782287,0.46256239600665555,879,601,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,112,excluded,0.6475924633635729,0.478844169246646,10.489809974714312,3.5380304417180946,0.4878472222222222,857,576,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,113,excluded,0.640973630831643,0.4716417910447761,11.661903789690601,3.6108383684933827,0.465,879,600,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,114,excluded,0.6259234385493619,0.4555229716520039,12.080973403854458,3.750052439636357,0.46115702479338844,884,605,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,115,excluded,0.6039603960396039,0.4326241134751773,12.150083690476626,3.8151320492570107,0.5340501792114696,856,558,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,116,excluded,0.6042553191489362,0.4329268292682927,12.649110640673518,3.774343440664656,0.5314183123877917,853,557,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,117,excluded,0.6146408839779005,0.4436689930209372,13.0,3.7940036870505622,0.5403508771929825,878,570,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,118,excluded,0.59,0.41843971631205673,13.416407864998739,3.949958455574783,0.5500910746812386,851,549,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,119,excluded,0.5831533477321814,0.4115853658536585,13.650508174002738,3.9592815208822447,0.5722222222222222,849,540,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,120,excluded,0.6050999310820124,0.43379446640316205,13.416407864998739,3.8697790868097877,0.5864527629233511,890,561,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,121,excluded,0.5967078189300411,0.4252199413489736,14.5480998427968,3.999698088751276,0.631768953068592,904,554,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,122,excluded,0.6101231190150479,0.4389763779527559,14.5480998427968,3.9183524954752684,0.6825688073394496,917,545,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,123,excluded,0.6100543478260869,0.4389051808406647,13.92838827718412,4.094957619359737,0.7721280602636534,941,531,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,124,excluded,0.6325259515570935,0.4625506072874494,12.947366596101016,3.774251829607809,0.6808905380333952,906,539,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,125,excluded,0.6247379454926625,0.45426829268292684,12.947366596101016,3.835745317412082,0.720532319391635,905,526,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,126,excluded,0.6192893401015228,0.4485294117647059,11.761451820150858,3.8713497003751223,0.7092337917485265,870,509,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,127,excluded,0.6589427950760318,0.49136069114470843,10.539313440518091,3.420466825496327,0.5200729927007299,833,548,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,128,excluded,0.6851424172440339,0.5210772833723654,8.06225774829855,3.087141760144755,0.4100185528756957,760,539,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,129,excluded,0.753370340999207,0.6043256997455471,5.830951894845301,2.3454911395314104,0.21616871704745166,692,569,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,130,excluded,0.7694831829368335,0.6253333333333333,5.794112549695421,2.1514120171471975,0.10172413793103448,639,580,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,131,excluded,0.7706576728499157,0.6268861454046639,6.582186966203,2.070177560246348,0.06260869565217392,611,575,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,132,excluded,0.7709213863060017,0.6272352132049519,6.552343178074636,2.072930335829271,0.07180385288966724,612,571,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,133,excluded,0.779746835443038,0.6390041493775933,7.96055512754639,1.9925070525700896,0.046632124352331605,606,579,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,134,excluded,0.7449605609114811,0.5935754189944135,9.130194339616986,2.3500352024533155,0.08592321755027423,594,547,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,135,excluded,0.7432432432432432,0.5913978494623656,9.8564149117063,2.457732913608306,0.12949640287769784,628,556,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,136,excluded,0.7495826377295493,0.5994659546061415,8.980116263352127,2.396904682738247,0.1354723707664884,637,561,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,137,excluded,0.7556634304207119,0.6072821846553966,8.031128874149275,2.2602963520170287,0.15706806282722513,663,573,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,138,excluded,0.7311475409836066,0.5762273901808785,8.332291507670588,2.454876167035983,0.15547703180212014,654,566,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,139,excluded,0.7154882154882155,0.5570117955439057,9.831499888679772,2.6780350432047233,0.1678832116788321,640,548,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,140,excluded,0.7214461791290058,0.5642673521850899,9.570749451511078,2.6105608214858744,0.1426056338028169,649,568,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,141,excluded,0.7163934426229508,0.558109833971903,9.959647210415351,2.6532779508929383,0.13660245183887915,649,571,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,142,excluded,0.7103918228279387,0.5508586525759577,9.979898987322334,2.6964657413297313,0.13454545454545455,624,550,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,143,excluded,0.7157894736842105,0.5573770491803278,8.0,2.569299593259279,0.1742957746478873,667,568,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,144,excluded,0.691497975708502,0.5284653465346535,9.321537029190688,2.863949041567467,0.1936056838365897,672,563,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,145,excluded,0.6864474739374499,0.5225885225885226,9.321537029190688,2.925502616609827,0.1954225352112676,679,568,ok,0.9621772086179419,0.0,0.0,0.0
standard,P000,146,excluded,0.6807131280388979,0.515970515970516,9.959203754726442,2.9810377704036504,0.17253521126760563,666,568,ok,0.9621772086179419,0.0,0.0,0.0
standard,P001,0,retained,0.7377521613832853,0.5844748858447488,27.41130425605439,5.615165011630585,0.5185483870967742,1883,1240,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,1,retained,0.7491051090139929,0.5988553590010406,23.345235059857504,4.958484402871646,0.48222940226171246,1835,1238,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,2,retained,0.7491097442538038,0.5988612836438924,24.060299768369592,4.997030274648318,0.49313962873284906,1850,1239,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,3,retained,0.7403631729850271,0.5877592311583207,26.853298805297708,5.494519577691026,0.5314516129032258,1899,1240,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,4,retained,0.732367758186398,0.5777446597118728,30.886890422961002,6.223276713881284,0.536741214057508,1924,1252,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,5,retained,0.7292713567839196,0.573900148294612,31.76476034853718,6.383733880406196,0.5451638689048761,1933,1251,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,6,retained,0.7572940044886182,0.609391124871001,25.48724687891428,5.216078947508594,0.4636650868878357,1853,1266,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,7,retained,0.7802929427430093,0.6397379912663755,23.52588712105845,4.823492481039967,0.40512409927942356,1755,1249,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,8,retained,0.7764160317986089,0.6345425013535463,23.489756708818252,4.828737226106298,0.42684887459807075,1775,1244,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,9,retained,0.8228414172686619,0.6990064289888954,6.0,2.4631810170782846,0.2962085308056872,1641,1266,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,10,retained,0.7673202614379085,0.6224814422057264,24.40318989082543,4.923996460353685,0.4717285945072698,1822,1238,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,11,retained,0.7603464870067372,0.6133540372670807,27.330282207714475,5.356500207881971,0.48564593301435405,1863,1254,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,12,retained,0.7414817130353235,0.589170392449081,30.443380514669823,5.938242323359327,0.55103668261563,1945,1254,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,13,retained,0.7322137404580152,0.5775529865125241,44.94181162893496,9.099544456659599,0.5787401574803149,2005,1270,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,14,retained,0.748451053283767,0.598019801980198,36.96427864431163,7.288903791621984,0.514018691588785,1944,1284,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,15,retained,0.7545252461098761,0.6058133605303416,30.209310104434827,5.8579688074090495,0.5011914217633042,1890,1259,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,16,retained,0.7063703703703703,0.5460375629867156,50.20922796943642,10.366286273710493,0.672209026128266,2112,1263,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,17,retained,0.6884965831435079,0.5249674337820235,52.901649216327925,10.966713461581682,0.741608118657299,2231,1281,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,18,retained,0.6960023008340523,0.5337450374944861,53.68232455161427,11.13893641147336,0.7016317016317016,2190,1287,ok,0.9696423712379194,0.0,0.0,0.0
standard,P001,19,retained,0.7072018890200709,0.5470319634703197,52.70156466222461,10.994104363549743,0.6406858924395947,2105,1283,ok,0.9696423712379194,0.0,0.0,0.0
