pc_unix,dev_us,ax,ay,az,gx,gy,gz,mx_raw,my_raw,mz_raw,mx,my,mz,host_qw,host_qx,host_qy,host_qz,host_roll,host_pitch,host_yaw,chip_qw,chip_qx,chip_qy,chip_qz,chip_roll,chip_pitch,chip_yaw,diff_deg,rel_roll,rel_pitch,rel_yaw,cal_acc,cal_gyr,cal_mag,cal_rv
1788945190.273963,278471863.0,-8.76171875,0.5390625,3.8359375,-0.005859375,0.046875,-0.046875,18.5625,1.125,-40.125,18.5625,1.125,-40.125,-0.04263771846043541,-0.5421636790059673,-0.0005200186252853158,0.8391902643094905,6.281094574621169,65.50553214461763,-170.13987762508918,0.61956787109375,0.38507080078125,0.38238525390625,-0.567138671875,6.031132109228505,65.58899817001587,-81.0538501628187,2.772652323019791,,,,3,0,2,3
1788945190.2759306,278476139.0,-8.7265625,0.46484375,3.796875,-0.005859375,0.046875,-0.046875,18.5625,1.125,-40.125,18.5625,1.125,-40.125,-0.042588782518958854,-0.5423686847094952,-0.0006793780475113543,0.8390601551113682,6.246177272006489,65.53546353645613,-170.16583800837142,0.61956787109375,0.38507080078125,0.38238525390625,-0.567138671875,6.031132109228505,65.58899817001587,-81.0538501628187,2.7510218639356516,,,,3,0,2,3
1788945190.279292,278479746.0,-8.7265625,0.46484375,3.796875,0.001953125,0.046875,-0.052734375,18.5625,1.125,-40.125,18.5625,1.125,-40.125,-0.04253304676828123,-0.5425424882181041,-0.000805804050853247,0.838950498593658,6.216395134701394,65.5608435103901,-170.18992880517155,0.61932373046875,0.3851318359375,0.38262939453125,-0.56719970703125,5.977760038127477,65.621173055737,-81.11464169774439,2.7527705029555096,,,,3,0,2,3
1788945190.2854266,278482929.0,-8.69140625,0.46484375,3.8359375,-0.001953125,0.0390625,-0.05078125,14.375,-0.0625,-34.3125,14.375,-0.0625,-34.3125,-0.042458132597668174,-0.5426401644238866,-0.0007153959893575753,0.8388912010141211,6.230423660865235,65.57355122531432,-170.1896993203431,0.61932373046875,0.3851318359375,0.38262939453125,-0.56719970703125,5.977760038127477,65.621173055737,-81.11464169774439,2.7610550799793363,,,,3,0,3,3
1788945190.2942164,278487611.0,-8.73046875,0.5,3.796875,0.005859375,0.0390625,-0.0546875,14.375,-0.0625,-34.3125,14.375,-0.0625,-34.3125,-0.042346320017475125,-0.5428050833137885,-0.0005928510825299718,0.8387902474619519,6.249363550708856,65.59525283075453,-170.19034416080652,0.619140625,0.3851318359375,0.38287353515625,-0.5672607421875,5.91894759039669,65.650228772007,-81.17808785743735,2.726231274105335,,,,3,0,3,3
1788945190.29114,278491641.0,-8.69140625,0.5,3.76171875,0.005859375,0.0390625,-0.0546875,14.375,-0.0625,-34.3125,14.375,-0.0625,-34.3125,-0.04225057495964706,-0.5429518474299706,-0.0004936769906294354,0.8387001469959274,6.264510044435804,65.61465648970245,-170.19149427707217,0.619140625,0.3851318359375,0.38287353515625,-0.5672607421875,5.91894759039669,65.650228772007,-81.17808785743735,2.7350638213116754,,,,3,0,3,3
1788945190.295133,278495247.0,-8.69140625,0.5390625,3.76171875,-0.001953125,0.033203125,-0.048828125,15.625,0.8125,-34.375,15.625,0.8125,-34.375,-0.042236262336131494,-0.5431085046609395,-0.0005328597507242614,0.8385994075655657,6.260290335636742,65.63640421145108,-170.19379669554934,0.619140625,0.3851318359375,0.38287353515625,-0.5672607421875,5.91894759039669,65.650228772007,-81.17808785743735,2.7286178405821824,,,,3,0,3,3
1788945190.3000052,278499154.0,-8.7265625,0.46484375,3.76171875,0.0,0.02734375,-0.046875,15.625,0.8125,-34.375,15.625,0.8125,-34.375,-0.042182557391262365,-0.5432721186473622,-0.0006268719845357677,0.8384960608040173,6.237757701509315,65.66002580867256,-170.21314436411592,0.61895751953125,0.3851318359375,0.383056640625,-0.56732177734375,5.868262188420836,65.66878292657925,-81.2298318485989,2.7751869559035036,,,,3,0,3,3
1788945190.3040183,278502936.0,-8.7578125,0.5,3.76171875,0.001953125,0.01953125,-0.04296875,15.1875,1.5625,-32.75,15.1875,1.5625,-32.75,-0.04215502947035858,-0.5433887918367948,-0.0007983857178581347,0.8384216940041254,6.199062435157313,65.67800213868661,-170.240019173891,0.61895751953125,0.3851318359375,0.383056640625,-0.56732177734375,5.868262188420836,65.66878292657925,-81.2298318485989,2.7537384192718393,,,,3,0,3,3
1788945190.3097956,278507619.0,-8.7578125,0.46484375,3.68359375,-0.0078125,0.017578125,-0.044921875,15.1875,1.5625,-32.75,15.1875,1.5625,-32.75,-0.042108013125825856,-0.5435404630627143,-0.0010145893173741122,0.8383255041167975,6.148569275961416,65.70136916335308,-170.2766389135486,0.61883544921875,0.38507080078125,0.38323974609375,-0.5673828125,5.812219235083826,65.68420373343328,-81.2841263845167,2.721727576438628,,,,3,0,3,3
1788945190.3097956,278510396.0,-8.7265625,0.46484375,3.76171875,-0.0078125,0.017578125,-0.044921875,15.1875,1.5625,-32.75,15.1875,1.5625,-32.75,-0.04208741851851562,-0.5436179636517401,-0.0011626746759530778,0.8382760923378293,6.114522985000945,65.71371458773889,-170.30019614936188,0.61883544921875,0.38507080078125,0.38323974609375,-0.5673828125,5.812219235083826,65.68420373343328,-81.2841263845167,2.7033403124807394,,,,3,0,3,3
1788945190.3097956,278515155.0,-8.7578125,0.42578125,3.76171875,-0.009765625,0.0,-0.046875,15.4375,1.5,-33.3125,15.4375,1.5,-33.3125,-0.04203180460785031,-0.5437177093712194,-0.0014209783410431942,0.8382137917846949,6.05054603504642,65.73058519692984,-170.34747940895207,0.61883544921875,0.38507080078125,0.38323974609375,-0.5673828125,5.812219235083826,65.68420373343328,-81.2841263845167,2.6713101917911843,,,,3,0,3,3
1788945190.3097956,278519061.0,-8.7265625,0.38671875,3.72265625,-0.0078125,-0.005859375,-0.04296875,15.4375,1.5,-33.3125,15.4375,1.5,-33.3125,-0.04197827434814127,-0.5437915565131207,-0.001623939452320819,0.838168199330209,5.998544083375784,65.74328755004004,-170.3871764886104,0.61871337890625,0.38494873046875,0.38336181640625,-0.5675048828125,5.7461508192493875,65.6860056204624,-81.3482294330049,2.7005511638191764,,,,3,0,3,3
1788945190.3262625,278522844.0,-8.7578125,0.38671875,3.64453125,-0.0078125,-0.0078125,-0.0390625,14.8125,0.0625,-33.5625,14.8125,0.0625,-33.5625,-0.04190188322181054,-0.5438882404631965,-0.0016149253895516539,0.8381093043775973,5.9933283763820215,65.756820139155,-170.39956550076406,0.61871337890625,0.38494873046875,0.38336181640625,-0.5675048828125,5.7461508192493875,65.6860056204624,-81.3482294330049,2.699938113720549,,,,3,0,3,3
1788945190.3262625,278526221.0,-8.7265625,0.38671875,3.76171875,-0.0078125,-0.0078125,-0.0390625,14.8125,0.0625,-33.5625,14.8125,0.0625,-33.5625,-0.041823593554145715,-0.5439610311185031,-0.0015686436395838696,0.838066061240905,5.995443693869121,65.76670742628484,-170.40784595987483,0.61871337890625,0.38494873046875,0.38336181640625,-0.5675048828125,5.7461508192493875,65.6860056204624,-81.3482294330049,2.703877495107911,,,,3,0,3,3
1788945190.3243093,278530704.0,-8.76171875,0.34765625,3.76171875,0.001953125,-0.025390625,-0.03125,14.8125,0.0625,-33.5625,14.8125,0.0625,-33.5625,-0.041700065692915754,-0.5440346545170318,-0.0015143840427919903,0.8380245258026232,5.992612374327894,65.77694100439327,-170.42548727928644,0.61865234375,0.38482666015625,0.3834228515625,-0.56756591796875,5.7013558280407475,65.67726069473721,-81.38126988505171,2.8501046904350327,,,,3,0,3,3
1788945190.3262625,278534510.0,-8.76171875,0.38671875,3.72265625,0.00390625,-0.02734375,-0.0390625,14.8125,0.0625,-33.5625,14.8125,0.0625,-33.5625,-0.041605289343643936,-0.5440955430994295,-0.0014646642480277434,0.8379897938737734,5.992509125496498,65.78529785888928,-170.43762708556653,0.61865234375,0.38482666015625,0.3834228515625,-0.56756591796875,5.7013558280407475,65.67726069473721,-81.38126988505171,2.854243817982547,,,,3,0,3,3
1788945190.338432,278538016.0,-8.76171875,0.34765625,3.72265625,0.00390625,-0.03515625,-0.041015625,14.8125,0.0625,-33.5625,14.8125,0.0625,-33.5625,-0.04149976356876956,-0.5441432464212367,-0.0014396935488585985,0.8379640948634844,5.984440052284869,65.7922275605831,-170.45656205307301,0.61865234375,0.38470458984375,0.38336181640625,-0.5677490234375,5.6667338333426285,65.66707962473932,-81.43320302429545,2.7029733383298584,,,,3,0,3,3
1788945190.3433168,278541999.0,-8.7578125,0.30859375,3.72265625,-0.001953125,-0.052734375,-0.037109375,18.75,0.875,-38.8125,18.75,0.875,-38.8125,-0.04140404984056704,-0.54415864431873,-0.0015845935275017333,0.8379585691031237,5.936889714078036,65.79663156361872,-170.5000636930189,0.61865234375,0.38470458984375,0.38336181640625,-0.5677490234375,5.6667338333426285,65.66707962473932,-81.43320302429545,2.6845537704916214,,,,3,0,3,3
1788945190.3433168,278546352.0,-8.73046875,0.30859375,3.72265625,-0.001953125,-0.052734375,-0.037109375,18.75,0.875,-38.8125,18.75,0.875,-38.8125,-0.041299019658216835,-0.5441745968107771,-0.001744879427157213,0.837953074197406,5.88435413513433,65.80133626136264,-170.5480494212991,0.61865234375,0.38470458984375,0.38336181640625,-0.5677490234375,5.6667338333426285,65.66707962473932,-81.43320302429545,2.6642178525327367,,,,3,0,3,3
1788945190.3503647,278550058.0,-8.69140625,0.30859375,3.76171875,0.0078125,-0.060546875,-0.03125,18.75,0.875,-38.8125,18.75,0.875,-38.8125,-0.04120273535371721,-0.5441653924623748,-0.001881598799663672,0.8379634955244759,5.837539444315357,65.80229329797862,-170.5915180531952,0.61865234375,0.38446044921875,0.38330078125,-0.56793212890625,5.60872613588823,65.63762420437934,-81.48700116351823,2.728025052906741,,,,3,0,3,3
1788945190.351451,278553641.0,-8.69140625,0.30859375,3.76171875,0.013671875,-0.0703125,-0.0390625,19.0,0.3125,-39.5,19.0,0.3125,-39.5,-0.041063969397463124,-0.5441633290909544,-0.0019028556809912345,0.837971599059438,5.811493861217944,65.80321376922556,-170.62731237108005,0.61865234375,0.38446044921875,0.38330078125,-0.56793212890625,5.60872613588823,65.63762420437934,-81.48700116351823,2.7239641119503046,,,,3,0,3,3
1788945190.361051,278558124.0,-8.69140625,0.30859375,3.796875,0.01953125,-0.072265625,-0.037109375,19.0,0.3125,-39.5,19.0,0.3125,-39.5,-0.04086228152301712,-0.5441500582245951,-0.0019163535319982681,0.8379900450912553,5.777253710341694,65.80295783558456,-170.67715345593956,0.61865234375,0.38427734375,0.38311767578125,-0.56817626953125,5.572715892821029,65.60335256959596,-81.53657360769778,2.730743630572778,,,,3,0,3,3
1788945190.3590834,278561907.0,-8.69140625,0.2734375,3.796875,0.01953125,-0.076171875,-0.029296875,19.8125,3.4375,-40.0625,19.8125,3.4375,-40.0625,-0.040798004447200865,-0.5440581655080047,-0.002095167826581385,0.8380524122326535,5.72199296374032,65.79292251919414,-170.72285127601612,0.61865234375,0.38427734375,0.38311767578125,-0.56817626953125,5.572715892821029,65.60335256959596,-81.53657360769778,2.7093798948857546,,,,3,0,2,3
1788945190.361051,278565883.0,-8.65234375,0.2734375,3.8359375,0.01953125,-0.076171875,-0.029296875,19.8125,3.4375,-40.0625,19.8125,3.4375,-40.0625,-0.04073156054414705,-0.5439502104300369,-0.0022857142919059663,0.8381252197965008,5.663044714092642,65.78083943321633,-170.77142942832512,0.61865234375,0.38427734375,0.38311767578125,-0.56817626953125,5.572715892821029,65.60335256959596,-81.53657360769778,2.686720600659294,,,,3,0,2,3
