pc_unix,dev_us,ax,ay,az,gx,gy,gz,mx_raw,my_raw,mz_raw,mx,my,mz,host_qw,host_qx,host_qy,host_qz,host_roll,host_pitch,host_yaw,chip_qw,chip_qx,chip_qy,chip_qz,chip_roll,chip_pitch,chip_yaw,diff_deg,rel_roll,rel_pitch,rel_yaw,cal_acc,cal_gyr,cal_mag,cal_rv
1788945785.0477974,873256919.0,-7.88671875,-4.1328125,3.30078125,-0.0078125,-0.01171875,0.001953125,18.25,5.4375,-33.375,18.25,5.4375,-33.375,0.25771765450070383,-0.5598495204266343,-0.09588821595865915,0.7816364724582581,-51.02483447803405,55.66698440582396,115.2179523804576,0.367919921875,0.3314208984375,0.46099853515625,-0.73638916015625,-50.76507770826053,55.82549506304171,-155.12243815280905,2.5862609928818943,,,,2,0,3,3
1788945785.0517325,873259372.0,-7.84765625,-4.09375,3.30078125,-0.0078125,-0.01171875,0.001953125,17.6875,3.5625,-33.25,17.6875,3.5625,-33.25,0.2577072360605936,-0.5598850706872787,-0.09578541858748249,0.7816270476957226,-51.0180498339854,55.677144765001366,115.21722464146119,0.367919921875,0.3314208984375,0.46099853515625,-0.73638916015625,-50.76507770826053,55.82549506304171,-155.12243815280905,2.59884062926489,,,,2,0,3,3
1788945785.0526729,873267232.0,-7.84765625,-4.09375,3.30078125,-0.005859375,-0.015625,0.001953125,17.6875,3.5625,-33.25,17.6875,3.5625,-33.25,0.2576773846084012,-0.5599850426802763,-0.09545404764827733,0.7816058099984311,-50.99348964575704,55.70855500410957,115.21720115879602,0.36798095703125,0.33135986328125,0.46099853515625,-0.73638916015625,-50.75897408890089,55.822066229101466,-155.10891355354568,2.633829056213825,,,,2,0,3,3
1788945785.0586128,873267585.0,-7.84765625,-4.05859375,3.30078125,-0.001953125,-0.01953125,0.00390625,17.6875,3.5625,-33.25,17.6875,3.5625,-33.25,0.2576755381605156,-0.5599884919338588,-0.09543844503536514,0.7816058528085386,-50.99205017440462,55.709961808483996,115.21751813515216,0.36798095703125,0.33135986328125,0.46099853515625,-0.73638916015625,-50.75897408890089,55.822066229101466,-155.10891355354568,2.6356804126262348,,,,2,0,3,3
1788945785.0586128,873271538.0,-7.8046875,-4.05859375,3.30078125,-0.001953125,-0.01953125,0.00390625,17.6875,3.5625,-33.25,17.6875,3.5625,-33.25,0.25766100726828306,-0.5600232904256883,-0.09526290524029148,0.7816071253510029,-50.97546910742817,55.7251236744592,115.22091267488658,0.36798095703125,0.33135986328125,0.46099853515625,-0.73638916015625,-50.75897408890089,55.822066229101466,-155.10891355354568,2.6563459346490474,,,,2,0,3,3
1788945785.0640445,873274544.0,-7.765625,-4.09375,3.30078125,-0.001953125,-0.021484375,0.005859375,17.6875,3.5625,-33.25,17.6875,3.5625,-33.25,0.2576594371281376,-0.5600479410704683,-0.0951302404199008,0.7816061383581839,-50.96324153201453,55.73591892845073,115.22234629307832,0.3680419921875,0.331298828125,0.4609375,-0.73638916015625,-50.73818566898519,55.81405615503164,-155.0868166529794,2.7986787094595305,,,,2,0,3,3
1788945785.069705,873279304.0,-7.765625,-4.05859375,3.375,0.00390625,-0.01953125,0.00390625,18.5,5.6875,-31.5625,18.5,5.6875,-31.5625,0.2576241523192304,-0.5599634301109638,-0.09494253677767694,0.7817011371300294,-50.919653519192934,55.74382810274153,115.25321160912213,0.3680419921875,0.331298828125,0.4609375,-0.73638916015625,-50.73818566898519,55.81405615503164,-155.0868166529794,2.815878565406079,,,,2,0,3,3
1788945785.0730872,873282610.0,-7.73046875,-4.05859375,3.375,0.009765625,-0.017578125,0.005859375,18.5,5.6875,-31.5625,18.5,5.6875,-31.5625,0.25762082022311145,-0.5598863476865278,-0.09482181910857411,0.7817720980456854,-50.88835564133578,55.74604518126529,115.27456643734766,0.36810302734375,0.33123779296875,0.4609375,-0.7364501953125,-50.73572151337572,55.81475056971167,-155.07686851352602,2.604558578824351,,,,2,0,3,3
1788945785.0762134,873286993.0,-7.765625,-4.05859375,3.375,0.01171875,-0.01171875,0.001953125,18.5,5.6875,-31.5625,18.5,5.6875,-31.5625,0.2576036689941934,-0.5598164911932358,-0.0946339794470601,0.7818505329299439,-50.84891922725028,55.75404938223151,115.29972374669315,0.36810302734375,0.33123779296875,0.4609375,-0.7364501953125,-50.73572151337572,55.81475056971167,-155.07686851352602,2.6238907659392865,,,,2,0,3,3
1788945785.0801485,873290746.0,-7.73046875,-4.05859375,3.375,0.01171875,-0.01171875,0.001953125,16.75,4.375,-37.0625,16.75,4.375,-37.0625,0.2575822548020926,-0.5596802397256954,-0.09473593524120705,0.7819427816954587,-50.833206560631744,55.73793873200957,115.32537077481476,0.36810302734375,0.33123779296875,0.4609375,-0.7364501953125,-50.73572151337572,55.81475056971167,-155.07686851352602,2.607637616171375,,,,2,0,3,3
1788945785.0830846,873296229.0,-7.73046875,-4.01953125,3.375,0.015625,-0.01171875,0.0,16.75,4.375,-37.0625,16.75,4.375,-37.0625,0.25750560724819194,-0.559472304526543,-0.09479955391985717,0.7821091019033695,-50.79442491869378,55.72193059981158,115.37553429329517,0.36810302734375,0.3311767578125,0.4608154296875,-0.73651123046875,-50.70650629928726,55.80054412624726,-155.05809375074656,2.7480188603116185,,,,2,0,3,3
1788945785.0892043,873298635.0,-7.76953125,-4.05859375,3.33984375,0.015625,-0.015625,-0.001953125,16.75,4.375,-37.0625,16.75,4.375,-37.0625,0.2574549239770239,-0.5594244138656028,-0.09487798097086292,0.7821505328375121,-50.791484278305255,55.71589539361809,115.38927730135208,0.36810302734375,0.3311767578125,0.4608154296875,-0.73651123046875,-50.70650629928726,55.80054412624726,-155.05809375074656,2.738250890443251,,,,2,0,3,3
1788945785.0935094,873301941.0,-7.76953125,-4.05859375,3.33984375,0.01171875,-0.017578125,0.001953125,16.75,4.375,-37.0625,16.75,4.375,-37.0625,0.25737355633428444,-0.5593602339691932,-0.0949857491837182,0.782210130723056,-50.78698192389136,55.708393947122076,115.40965459268074,0.3681640625,0.3311767578125,0.46075439453125,-0.736572265625,-50.69284840722637,55.80581833364079,-155.04478900469488,2.525081861186077,,,,2,0,3,3
1788945785.096237,873306524.0,-7.76953125,-4.05859375,3.33984375,0.013671875,-0.013671875,0.00390625,16.75,4.375,-37.0625,16.75,4.375,-37.0625,0.25725546758010204,-0.559281269993298,-0.09512229338964034,0.7822888435450951,-50.780744675072334,55.69992285177187,115.43732543430487,0.3681640625,0.3311767578125,0.46075439453125,-0.736572265625,-50.69284840722637,55.80581833364079,-155.04478900469488,2.5071929786164895,,,,2,0,3,3
1788945785.100172,873309877.0,-7.76953125,-4.1328125,3.33984375,0.013671875,-0.013671875,0.00390625,21.25,6.25,-39.0,21.25,6.25,-39.0,0.25733801851081317,-0.5593490630028843,-0.09513287125728635,0.7822119321213838,-50.8013111452607,55.699808745990985,115.41060703520813,0.3681640625,0.3311767578125,0.46075439453125,-0.736572265625,-50.69284840722637,55.80581833364079,-155.04478900469488,2.5076094264048523,,,,2,0,2,3
1788945785.1026204,873316736.0,-7.765625,-4.1328125,3.30078125,0.009765625,-0.017578125,0.0,21.25,6.25,-39.0,21.25,6.25,-39.0,0.2573810448426023,-0.5595004784506796,-0.09517098980787207,0.7820848387919181,-50.83953658266916,55.70660639021884,115.37221600311774,0.3681640625,0.33111572265625,0.460693359375,-0.736572265625,-50.67469828298014,55.79207225514207,-155.03101816773565,2.7517439729268283,,,,2,0,2,3
1788945785.1075766,873318443.0,-7.8046875,-4.171875,3.33984375,0.021484375,-0.01953125,0.005859375,21.25,6.25,-39.0,21.25,6.25,-39.0,0.25741859595380095,-0.5595223094883754,-0.09519341539143611,0.7820541319551235,-50.84935910158932,55.704683671175864,115.36102980076426,0.3681640625,0.33111572265625,0.460693359375,-0.736572265625,-50.67469828298014,55.79207225514207,-155.03101816773565,2.7498356000232937,,,,2,0,2,3
1788945785.1132517,873325649.0,-7.8046875,-4.25,3.30078125,0.017578125,-0.0234375,0.017578125,21.25,6.25,-39.0,21.25,6.25,-39.0,0.2575146260089764,-0.5595786187881485,-0.09533865125425577,0.781964531397444,-50.885899938659314,55.69397895079146,115.32829255172392,0.36822509765625,0.33111572265625,0.4605712890625,-0.73663330078125,-50.64637141353671,55.79276096250391,-155.00914796626643,2.6748898072121645,,,,2,0,2,3
1788945785.1132517,873329608.0,-7.84765625,-4.28515625,3.30078125,0.029296875,-0.021484375,0.01953125,21.125,6.6875,-33.5,21.125,6.6875,-33.5,0.25757734597739335,-0.5596538591873406,-0.09529681675051936,0.7818951243313752,-50.89987128325253,55.699018947561655,115.30557852147474,0.36822509765625,0.33111572265625,0.4605712890625,-0.73663330078125,-50.64637141353671,55.79276096250391,-155.00914796626643,2.681753160574399,,,,2,0,3,3
1788945785.1132517,873333314.0,-7.8828125,-4.28515625,3.33984375,0.03515625,-0.025390625,0.021484375,21.125,6.6875,-33.5,21.125,6.6875,-33.5,0.2576506235519932,-0.5597177337835597,-0.09522561979203056,0.7818339312198526,-50.90849816523104,55.70452039196094,115.28481646504748,0.3682861328125,0.33111572265625,0.46038818359375,-0.7366943359375,-50.60337891700272,55.788865028666756,-154.97870537818218,2.7631677572896685,,,,2,0,3,3
