pc_unix,dev_us,ax,ay,az,gx,gy,gz,mx_raw,my_raw,mz_raw,mx,my,mz,host_qw,host_qx,host_qy,host_qz,host_roll,host_pitch,host_yaw,chip_qw,chip_qx,chip_qy,chip_qz,chip_roll,chip_pitch,chip_yaw,diff_deg,rel_roll,rel_pitch,rel_yaw,cal_acc,cal_gyr,cal_mag,cal_rv
1788939804.3259609,770889379.0,-9.31640625,1.56640625,2.609375,-0.005859375,0.0234375,-0.009765625,21.5,-9.125,-29.8125,21.5,-9.125,-29.8125,0.03480578987400866,-0.604348573568648,0.12617939859201785,0.7858944700071018,33.3217339517787,73.47424111688474,-159.88872421482088,0.53143310546875,0.51641845703125,0.33941650390625,-0.57940673828125,33.367361868474916,73.57425281012328,-69.69198216147885,0.3684483875653648,,,,3,0,3,3
1788939804.332684,770897068.0,-9.34375,1.52734375,2.49609375,-0.00390625,0.05078125,-0.009765625,21.5625,-10.0625,-29.5625,21.5625,-10.0625,-29.5625,0.03481213896427355,-0.6042825712997878,0.12631688901562682,0.7859228540724991,33.34880636478045,73.46250935661064,-159.87370546065168,0.5313720703125,0.51641845703125,0.33953857421875,-0.579345703125,33.35823817051869,73.57937129065252,-69.67819183604618,0.9188485542411697,,,,3,0,3,3
1788939804.3370209,770902227.0,-9.421875,1.56640625,2.41796875,0.0,0.05078125,-0.0078125,21.5625,-10.0625,-29.5625,21.5625,-10.0625,-29.5625,0.03479266613264559,-0.6042759397021888,0.12654437245615446,0.7858922196332631,33.422585759178425,73.45515637721257,-159.8171961126383,0.53125,0.51654052734375,0.3397216796875,-0.5792236328125,33.3928734454552,73.60512916902778,-69.63338141150476,1.0678298030352031,,,,3,0,3,3
1788939804.3409793,770905280.0,-9.421875,1.56640625,2.37890625,0.0,0.05078125,-0.0078125,20.6875,-8.8125,-30.9375,20.6875,-8.8125,-30.9375,0.03477417721672304,-0.6043281532112543,0.1264038266807926,0.7858755069574486,33.39401313273096,73.46469899027525,-159.83249878681832,0.53125,0.51654052734375,0.3397216796875,-0.5792236328125,33.3928734454552,73.60512916902778,-69.63338141150476,1.0631275284535635,,,,3,0,3,3
1788939804.3449376,770908510.0,-9.46484375,1.56640625,2.37890625,0.001953125,0.05078125,-0.009765625,20.6875,-8.8125,-30.9375,20.6875,-8.8125,-30.9375,0.03476039567356953,-0.6043883903071288,0.1262525901700706,0.7858541035268078,33.36289407388793,73.47573622080297,-159.84983016445213,0.53125,0.51654052734375,0.3397216796875,-0.5792236328125,33.3928734454552,73.60512916902778,-69.63338141150476,1.058227229833695,,,,3,0,3,3
1788939804.3449376,770917046.0,-9.46484375,1.52734375,2.3046875,0.005859375,0.05078125,-0.01171875,20.25,-10.5,-29.8125,20.25,-10.5,-29.8125,0.03482915599367067,-0.604595792387505,0.12663388872935744,0.7856301394074531,33.514866166478015,73.49570790415285,-159.73461851989336,0.5311279296875,0.51666259765625,0.33984375,-0.57916259765625,33.423316172918575,73.63053718391267,-69.60865499736944,1.012865870818065,,,,3,0,3,3
1788939804.3449376,770920175.0,-9.5390625,1.52734375,2.2265625,0.0,0.05078125,-0.017578125,20.25,-10.5,-29.8125,20.25,-10.5,-29.8125,0.034856569823952056,-0.604703143275991,0.12673323723608285,0.7855302760759173,33.56458266005138,73.50817044296123,-159.69514066061225,0.5311279296875,0.51666259765625,0.33984375,-0.57916259765625,33.423316172918575,73.63053718391267,-69.60865499736944,1.0139743922422662,,,,3,0,3,3
1788939804.3612804,770924811.0,-9.5390625,1.52734375,2.1875,0.01171875,0.044921875,-0.009765625,24.75,-9.4375,-36.25,24.75,-9.4375,-36.25,0.03487255287197938,-0.6048650122383913,0.1265286248182413,0.7854379218803015,33.533521937940804,73.53490654855977,-159.7102040731415,0.531005859375,0.516845703125,0.34002685546875,-0.57904052734375,33.48341196420546,73.67071700712484,-69.56068109654419,0.6761788834296228,,,,3,0,2,3
1788939804.3652794,770927941.0,-9.54296875,1.52734375,2.1484375,0.009765625,0.033203125,-0.009765625,24.75,-9.4375,-36.25,24.75,-9.4375,-36.25,0.034882962628112545,-0.6049678796740675,0.12639302624568222,0.7853800649350652,33.51194741372607,73.55205009623029,-159.72117277193985,0.531005859375,0.516845703125,0.34002685546875,-0.57904052734375,33.48341196420546,73.67071700712484,-69.56068109654419,0.6675189985926884,,,,3,0,2,3
1788939804.3712797,770936177.0,-9.5390625,1.52734375,2.11328125,0.01171875,0.03125,-0.009765625,24.6875,-10.5,-37.0,24.6875,-10.5,-37.0,0.034918633910363144,-0.60529485041813,0.12614079703631842,0.7851670729126189,33.49905338710038,73.60213618283292,-159.71538117147514,0.5308837890625,0.51690673828125,0.340087890625,-0.57904052734375,33.48448808379889,73.6814139482888,-69.5590284152084,0.8689201316259157,,,,3,0,2,3
1788939804.3755543,770940283.0,-9.54296875,1.48828125,2.07421875,0.005859375,0.01953125,-0.013671875,24.6875,-10.5,-37.0,24.6875,-10.5,-37.0,0.034949103285837106,-0.6054422668337918,0.12600688173434696,0.7850735554495908,33.48388718297899,73.62581360197092,-159.72162755692526,0.5308837890625,0.51690673828125,0.340087890625,-0.57904052734375,33.48448808379889,73.6814139482888,-69.5590284152084,0.8630465072673029,,,,3,0,2,3
1788939804.3769968,770943943.0,-9.5,1.41015625,2.03515625,0.001953125,0.001953125,-0.0078125,24.125,-9.875,-36.375,24.125,-9.875,-36.375,0.03497815166662774,-0.6055374685989929,0.12586505153181785,0.7850215868570768,33.45464213577354,73.64288270784184,-159.74129445961555,0.53082275390625,0.5169677734375,0.34014892578125,-0.57904052734375,33.496307361521474,73.7005861765448,-69.56241339545029,0.4641686002435624,,,,3,0,2,3
1788939804.3769968,770947472.0,-9.50390625,1.375,2.07421875,0.00390625,-0.009765625,-0.00390625,24.125,-9.875,-36.375,24.125,-9.875,-36.375,0.03501280547620344,-0.6056041466769866,0.12572334800811683,0.7849913125289697,33.41775741784349,73.65648251121814,-159.76913175835313,0.53082275390625,0.5169677734375,0.34014892578125,-0.57904052734375,33.496307361521474,73.7005861765448,-69.56241339545029,0.45577959991010036,,,,3,0,2,3
1788939804.3730617,770952032.0,-9.4609375,1.375,2.03515625,0.0078125,-0.015625,0.001953125,24.125,-9.875,-36.375,24.125,-9.875,-36.375,0.03505096807771468,-0.6056844709145891,0.12556445912661962,0.7849530673447738,33.37774625895678,73.67241994373029,-159.79893035779932,0.53082275390625,0.5169677734375,0.34014892578125,-0.57904052734375,33.496307361521474,73.7005861765448,-69.56241339545029,0.44705950123470584,,,,3,0,2,3
1788939804.3769968,770955985.0,-9.4609375,1.3359375,2.03515625,0.0078125,-0.015625,0.001953125,23.25,-10.1875,-35.875,23.25,-10.1875,-35.875,0.03509741514020312,-0.6057607576300844,0.12544579303396244,0.7849110962242684,33.3477801156027,73.68715110744782,-159.82270165860686,0.53082275390625,0.5169677734375,0.34014892578125,-0.57904052734375,33.496307361521474,73.7005861765448,-69.56241339545029,0.44060187327878547,,,,3,0,2,3
1788939804.3936908,770959314.0,-9.42578125,1.375,1.95703125,0.0078125,-0.0234375,0.009765625,23.25,-10.1875,-35.875,23.25,-10.1875,-35.875,0.03511614404028441,-0.6058219152877938,0.12537659771830922,0.784874112281296,33.33581007577458,73.69756461920204,-159.83034107744493,0.53082275390625,0.5169677734375,0.34014892578125,-0.57904052734375,33.496307361521474,73.7005861765448,-69.56241339545029,0.4371504658675973,,,,3,0,2,3
1788939804.3897557,770966650.0,-9.42578125,1.41015625,1.99609375,0.00390625,-0.044921875,0.017578125,20.9375,-11.3125,-31.875,20.9375,-11.3125,-31.875,0.035149109534435126,-0.6058342715570405,0.12560147063048888,0.7848271440778184,33.403042970613335,73.69482172192477,-159.7843993793929,0.5308837890625,0.51690673828125,0.34002685546875,-0.5791015625,33.48011043647523,73.68106603473795,-69.57928498528825,0.5798582350755103,,,,3,0,3,3
1788939804.3936908,770967704.0,-9.34765625,1.375,2.07421875,0.00390625,-0.052734375,0.02734375,20.9375,-11.3125,-31.875,20.9375,-11.3125,-31.875,0.0351547977051915,-0.6058299779473415,0.12563939688091344,0.784824133147058,33.41290487321201,73.69353765888452,-159.77815261504668,0.5308837890625,0.51690673828125,0.34002685546875,-0.5791015625,33.48011043647523,73.68106603473795,-69.57928498528825,0.5810229217527422,,,,3,0,3,3
1788939804.3917377,770972110.0,-9.38671875,1.41015625,2.07421875,0.00390625,-0.052734375,0.02734375,20.9375,-11.3125,-31.875,20.9375,-11.3125,-31.875,0.03516782298893929,-0.6058102244123865,0.12580445306122703,0.7848123570724392,33.458010922859,73.68733693880213,-159.74782365266051,0.5308837890625,0.51690673828125,0.34002685546875,-0.5791015625,33.48011043647523,73.68106603473795,-69.57928498528825,0.5865986162409467,,,,3,0,3,3
1788939804.4120371,770974916.0,-9.34375,1.48828125,2.11328125,0.009765625,-0.05859375,0.03125,20.75,-11.6875,-31.25,20.75,-11.6875,-31.25,0.035163226873401225,-0.6057680122670883,0.12595156876947922,0.7848215498534284,33.495962384399995,73.67797037914602,-159.72177189395958,0.531005859375,0.51678466796875,0.33978271484375,-0.5792236328125,33.447852059250415,73.6420664510429,-69.61296237733173,0.7906927874723162,,,,3,0,3,3
1788939804.405071,770978822.0,-9.34765625,1.44921875,2.11328125,0.00390625,-0.0625,0.033203125,20.75,-11.6875,-31.25,20.75,-11.6875,-31.25,0.03515800960059333,-0.6057073488039991,0.12614355026285676,0.784837770939216,33.544006875756224,73.66505294284445,-159.68933279907475,0.531005859375,0.51678466796875,0.33978271484375,-0.5792236328125,33.447852059250415,73.6420664510429,-69.61296237733173,0.7961920744598534,,,,3,0,3,3
1788939804.4120371,770987111.0,-9.34375,1.48828125,2.2265625,-0.0078125,-0.06640625,0.029296875,20.3125,-9.0,-29.25,20.3125,-9.0,-29.25,0.035109548009402344,-0.6056569220791995,0.1258362906859443,0.7849281752635259,33.44537016478666,73.66435068229015,-159.75866746392887,0.53125,0.51666259765625,0.33953857421875,-0.57928466796875,33.44416545575312,73.6071453352699,-69.62504581077592,0.3435310523176129,,,,3,0,3,3
1788939804.4120371,770991464.0,-9.3828125,1.48828125,2.2265625,-0.0078125,-0.06640625,0.029296875,20.3125,-9.0,-29.25,20.3125,-9.0,-29.25,0.035085953216559544,-0.6056423603658121,0.12569368248423082,0.7849633146848118,33.40183291165565,73.66511639729558,-159.78849610045128,0.53125,0.51666259765625,0.33953857421875,-0.57928466796875,33.44416545575312,73.6071453352699,-69.62504581077592,0.33560842263173146,,,,3,0,3,3
1788939804.4277408,770995424.0,-9.38671875,1.52734375,2.265625,-0.00390625,-0.064453125,0.033203125,20.875,-9.625,-30.0,20.875,-9.625,-30.0,0.035019183018286625,-0.6056056814789206,0.12583996190948363,0.7849711583031593,33.45367013025015,73.65399243746032,-159.74339553337995,0.53143310546875,0.51654052734375,0.33929443359375,-0.579345703125,33.42986509430866,73.5638530307593,-69.6321295365508,0.6835518865666996,,,,3,0,3,3
1788939804.4277408,770998554.0,-9.42578125,1.56640625,2.3046875,-0.00390625,-0.0625,0.03515625,20.875,-9.625,-30.0,20.875,-9.625,-30.0,0.034914370516390104,-0.6055081341703322,0.12600247981885648,0.7850250067765394,33.504638686349345,73.63304399489404,-159.69753063839545,0.53143310546875,0.51654052734375,0.33929443359375,-0.579345703125,33.42986509430866,73.5638530307593,-69.6321295365508,0.6878985058114295,,,,3,0,3,3
1788939804.4277408,771006889.0,-9.3828125,1.6015625,2.41796875,-0.005859375,-0.060546875,0.029296875,20.5625,-10.0625,-30.0625,20.5625,-10.0625,-30.0625,0.03476607476646055,-0.6050982436732798,0.12635982839422713,0.7852901561314941,33.5550542831557,73.56502754116435,-159.665478742316,0.53167724609375,0.516357421875,0.33905029296875,-0.57940673828125,33.40132281441575,73.51470404723568,-69.64710265201342,0.8985541994117703,,,,3,0,3,3
1788939804.4451282,771010996.0,-9.3828125,1.6015625,2.45703125,-0.005859375,-0.060546875,0.03125,20.5625,-10.0625,-30.0625,20.5625,-10.0625,-30.0625,0.034696898177053806,-0.6048838874936429,0.12651323659067373,0.7854336438393899,33.56907337356973,73.53065316777429,-159.65897798647984,0.53167724609375,0.516357421875,0.33905029296875,-0.57940673828125,33.40132281441575,73.51470404723568,-69.64710265201342,0.9023088888540316,,,,3,0,3,3
1788939804.446128,771014455.0,-9.3828125,1.6015625,2.5703125,-0.013671875,-0.056640625,0.01953125,20.125,-11.625,-31.0,20.125,-11.625,-31.0,0.03467082161406339,-0.6047320827048731,0.12665965439617288,0.7855280862097003,33.586138108121546,73.50628013586407,-159.6522415807836,0.5318603515625,0.5162353515625,0.3388671875,-0.5794677734375,33.38451554298699,73.48463628789813,-69.66540433987204,0.7866190451005032,,,,3,0,3,3
