pc_unix,dev_us,ax,ay,az,gx,gy,gz,mx_raw,my_raw,mz_raw,mx,my,mz,host_qw,host_qx,host_qy,host_qz,host_roll,host_pitch,host_yaw,chip_qw,chip_qx,chip_qy,chip_qz,chip_roll,chip_pitch,chip_yaw,diff_deg,rel_roll,rel_pitch,rel_yaw,cal_acc,cal_gyr,cal_mag,cal_rv
1788939203.201749,4464737410.0,-9.73046875,1.02734375,1.57421875,-0.013671875,0.03515625,-0.095703125,27.1875,-7.875,-34.75,27.1875,-7.875,-34.75,0.024063002674762274,-0.6438512739658332,0.08478381471975713,0.7600580330977457,32.02148800417743,79.36070901888672,-156.84519891135687,0.51544189453125,0.51995849609375,0.3909912109375,-0.55780029296875,33.03095385216653,79.46158515174373,-66.86305220849023,0.0,,,,3,0,2,3
1788939203.216057,4464740864.0,-9.6171875,0.98828125,1.5390625,-0.013671875,0.03515625,-0.095703125,27.1875,-7.875,-34.75,27.1875,-7.875,-34.75,0.024127449820496867,-0.6438886612247989,0.08482703571940128,0.7600194945673138,32.03300822080295,79.36698511674288,-156.8424215988544,0.51544189453125,0.51995849609375,0.3909912109375,-0.55780029296875,33.03095385216653,79.46158515174373,-66.86305220849023,0.0,,,,3,0,2,3
1788939203.221366,4464745146.0,-9.578125,0.953125,1.5390625,-0.01953125,0.037109375,-0.08984375,24.6875,-7.0,-27.5,24.6875,-7.0,-27.5,0.024236107671875878,-0.6439479068191838,0.08488552110168121,0.7599593098945528,32.0445439571254,79.3774897965986,-156.84445275694407,0.51544189453125,0.51995849609375,0.3909912109375,-0.55780029296875,33.03095385216653,79.46158515174373,-66.86305220849023,0.0,,,,3,0,3,3
1788939203.2268713,4464748753.0,-9.5,0.953125,1.5390625,-0.03125,0.033203125,-0.091796875,24.6875,-7.0,-27.5,24.6875,-7.0,-27.5,0.02431233232980727,-0.6439824960275118,0.08491572314131703,0.7599241904757659,32.045144890269924,79.38425210442193,-156.85248985303238,0.51519775390625,0.519775390625,0.39141845703125,-0.557861328125,32.82554417270671,79.49562806493154,-67.03253091845427,0.0,,,,3,0,3,3
1788939203.2249181,4464752259.0,-9.46484375,0.953125,1.57421875,-0.037109375,0.033203125,-0.08203125,24.6875,-7.0,-27.5,24.6875,-7.0,-27.5,0.02436567505090599,-0.6439881059778404,0.0849362784782018,0.7599154307136161,32.038339974282295,79.3865242738369,-156.86531015459673,0.51519775390625,0.519775390625,0.39141845703125,-0.557861328125,32.82554417270671,79.49562806493154,-67.03253091845427,0.0,,,,3,0,3,3
1788939203.235934,4464756818.0,-9.42578125,0.9140625,1.5390625,-0.05078125,0.03515625,-0.07421875,24.1875,-4.8125,-28.375,24.1875,-4.8125,-28.375,0.024421441064119573,-0.6440624292285462,0.08452243319707989,0.7598967948077033,31.859794437521177,79.4108825600076,-157.01445292150828,0.5150146484375,0.51959228515625,0.391845703125,-0.557861328125,32.64812433720444,79.52471934131052,-67.16475537827942,0.688129082937281,,,,3,0,3,3
1788939203.2398925,4464761125.0,-9.4609375,0.953125,1.5390625,-0.05078125,0.037109375,-0.052734375,24.1875,-4.8125,-28.375,24.1875,-4.8125,-28.375,0.02442449004107934,-0.6441311990655932,0.08416183248823128,0.7598784301641791,31.720796325551003,79.43078005169816,-157.1241253693428,0.5150146484375,0.51959228515625,0.391845703125,-0.557861328125,32.64812433720444,79.52471934131052,-67.16475537827942,0.7010689300328129,,,,3,0,3,3
1788939203.2438507,4464763778.0,-9.42578125,0.9140625,1.5390625,-0.05078125,0.037109375,-0.052734375,24.1875,-5.75,-28.5,24.1875,-5.75,-28.5,0.024435468465530668,-0.6441585099376058,0.08394807533390473,0.7598785709595753,31.63003825818741,79.4411209401798,-157.19825946476152,0.5150146484375,0.51959228515625,0.391845703125,-0.557861328125,32.64812433720444,79.52471934131052,-67.16475537827942,0.7095686653973375,,,,3,0,3,3
1788939203.2399156,4464771637.0,-9.50390625,0.9140625,1.57421875,-0.056640625,0.03515625,-0.04296875,24.1875,-5.75,-28.5,24.1875,-5.75,-28.5,0.024429649090187695,-0.6442027615495259,0.0833473260720536,0.7599073742857966,31.374858086594614,79.46429404612542,-157.40377071371748,0.5150146484375,0.5194091796875,0.39227294921875,-0.5577392578125,32.545834142821924,79.55911654370615,-67.22839111506572,0.6326052707549492,,,,3,0,3,3
1788939203.2438507,4464772290.0,-9.5390625,0.875,1.4609375,-0.0546875,0.046875,-0.0390625,24.1875,-5.75,-28.5,24.1875,-5.75,-28.5,0.02443190090422735,-0.6442247821783,0.08329568804666963,0.7598942956743128,31.358657793307895,79.46882866898397,-157.41590845811191,0.5150146484375,0.5194091796875,0.39227294921875,-0.5577392578125,32.545834142821924,79.55911654370615,-67.22839111506572,0.634776180095628,,,,3,0,3,3
1788939203.2438507,4464775943.0,-9.578125,0.875,1.5390625,-0.0546875,0.046875,-0.0390625,24.1875,-5.75,-28.5,24.1875,-5.75,-28.5,0.02444708513620177,-0.6442947082821031,0.08300214674408177,0.7598666412890467,31.245126634105734,79.48728222516534,-157.50659276391858,0.5150146484375,0.5194091796875,0.39227294921875,-0.5577392578125,32.545834142821924,79.55911654370615,-67.22839111506572,0.6495175428366993,,,,3,0,3,3
1788939203.2563806,4464779650.0,-9.6171875,0.875,1.5390625,-0.0625,0.04296875,-0.029296875,24.1875,-5.75,-28.5,24.1875,-5.75,-28.5,0.024440757830605495,-0.6443625193750926,0.08270352589052112,0.7598419044686369,31.135651794555365,79.5047340821734,-157.59105902938623,0.51495361328125,0.519287109375,0.3927001953125,-0.5576171875,32.46457650521335,79.6000422392108,-67.27846311471261,0.5398285034289617,,,,3,0,3,3
1788939203.261398,4464783909.0,-9.65625,0.875,1.5,-0.072265625,0.041015625,-0.021484375,24.1875,-6.75,-28.875,24.1875,-6.75,-28.875,0.024437405020575054,-0.6444863497746983,0.08271611785860153,0.7597356132473634,31.18827546358111,79.5208628286005,-157.53907637909538,0.51495361328125,0.519287109375,0.3927001953125,-0.5576171875,32.46457650521335,79.6000422392108,-67.27846311471261,0.5348170364019084,,,,3,0,3,3
1788939203.261398,4464787815.0,-9.69921875,0.875,1.4609375,-0.076171875,0.0390625,-0.01171875,24.1875,-6.75,-28.875,24.1875,-6.75,-28.875,0.024398879644592995,-0.644624721730086,0.0826925673430677,0.759622012656762,31.24214999855391,79.5386041305059,-157.48001217857413,0.51507568359375,0.5191650390625,0.39306640625,-0.557373046875,32.461728372349626,79.62657546857585,-67.23845781901103,0.23588459353482089,,,,3,0,3,3
1788939203.261398,4464795675.0,-9.76953125,0.8359375,1.4609375,-0.06640625,0.041015625,-0.005859375,23.9375,-7.125,-28.3125,23.9375,-7.125,-28.3125,0.024342341145350343,-0.644860096401504,0.08276545038362083,0.7594160827368635,31.38305845651712,79.56583892869067,-157.34024757260633,0.51507568359375,0.5191650390625,0.39306640625,-0.557373046875,32.461728372349626,79.62657546857585,-67.23845781901103,0.21875684665504821,,,,3,0,3,3
1788939203.2744396,4464799381.0,-9.76953125,0.8359375,1.5,-0.05859375,0.033203125,-0.0078125,23.9375,-7.125,-28.3125,23.9375,-7.125,-28.3125,0.024340654099621217,-0.6449381500909803,0.08282806764790109,0.7593430228328576,31.441673640274285,79.57441001757404,-157.28654471599475,0.51519775390625,0.51904296875,0.3934326171875,-0.55712890625,32.45905015309781,79.65327106430149,-67.1985181674871,0.0,,,,3,0,3,3
