pc_unix,us_seq,frame_id,byte_offset
1788940061.030724,0,8,0
1788940061.135492,1,9,81920
1788940061.224874,2,10,163840
1788940061.328698,3,11,245760
1788940061.430438,4,12,327680
1788940061.530704,5,13,409600
1788940061.632598,6,14,491520
1788940061.735356,7,15,573440
1788940061.831329,8,0,655360
1788940061.931110,9,1,737280
1788940062.031604,10,2,819200
1788940062.130258,11,3,901120
1788940062.234260,12,4,983040
1788940062.336632,13,5,1064960
1788940062.430361,14,6,1146880
1788940062.531189,15,7,1228800
1788940062.631770,16,8,1310720
1788940062.731842,17,9,1392640
1788940062.837480,18,10,1474560
1788940062.933596,19,11,1556480
1788940063.039563,20,12,1638400
1788940063.132236,21,13,1720320
1788940063.233032,22,14,1802240
1788940063.335494,23,15,1884160
1788940063.438356,24,0,1966080
1788940063.533328,25,1,2048000
1788940063.637952,26,2,2129920
1788940063.730783,27,3,2211840
1788940063.836845,28,4,2293760
1788940063.931688,29,5,2375680
1788940064.036908,30,6,2457600
1788940064.134890,31,7,2539520
1788940064.239161,32,8,2621440
1788940064.331559,33,9,2703360
1788940064.430473,34,10,2785280
1788940064.531440,35,11,2867200
1788940064.633374,36,12,2949120
1788940064.738180,37,13,3031040
1788940064.839478,38,14,3112960
1788940064.928019,39,15,3194880
1788940065.030173,40,0,3276800
1788940065.140261,41,1,3358720
1788940065.234318,42,2,3440640
1788940065.265513,43,3,3522560
1788940065.429129,44,4,3604480
1788940065.539995,45,5,3686400
1788940065.630351,46,6,3768320
1788940065.731457,47,7,3850240
1788940065.835850,48,8,3932160
1788940065.940773,49,9,4014080
1788940066.033710,50,10,4096000
1788940066.129666,51,11,4177920
1788940066.229590,52,12,4259840
1788940066.330922,53,13,4341760
1788940066.431293,54,14,4423680
1788940066.531297,55,15,4505600
1788940066.630253,56,0,4587520
1788940066.735602,57,1,4669440
1788940066.832329,58,2,4751360
1788940066.930341,59,3,4833280
1788940067.031658,60,4,4915200
1788940067.134679,61,5,4997120
1788940067.230550,62,6,5079040
1788940067.335612,63,7,5160960
1788940067.430703,64,8,5242880
1788940067.530639,65,9,5324800
1788940067.634210,66,10,5406720
1788940067.736093,67,11,5488640
1788940067.832306,68,12,5570560
1788940067.931491,69,13,5652480
1788940068.031670,70,14,5734400
1788940068.133781,71,15,5816320
1788940068.234885,72,0,5898240
1788940068.335704,73,1,5980160
1788940068.434026,74,2,6062080
1788940068.531479,75,3,6144000
1788940068.633627,76,4,6225920
1788940068.733892,77,5,6307840
1788940068.834639,78,6,6389760
1788940068.931831,79,7,6471680
1788940069.036906,80,8,6553600
1788940069.130217,81,9,6635520
1788940069.236479,82,10,6717440
1788940069.330769,83,11,6799360
1788940069.436185,84,12,6881280
1788940069.531044,85,13,6963200
1788940069.631551,86,14,7045120
1788940069.733318,87,15,7127040
1788940069.837219,88,0,7208960
1788940069.930898,89,1,7290880
1788940070.035702,90,2,7372800
1788940070.132636,91,3,7454720
1788940070.244217,92,4,7536640
1788940070.332205,93,5,7618560
1788940070.434361,94,6,7700480
1788940070.534745,95,7,7782400
1788940070.633540,96,8,7864320
1788940070.735789,97,9,7946240
1788940070.832047,98,10,8028160
1788940070.933786,99,11,8110080
1788940071.029307,100,12,8192000
1788940071.137286,101,13,8273920
1788940071.235268,102,14,8355840
1788940071.338500,103,15,8437760
1788940071.428351,104,0,8519680
1788940071.529975,105,1,8601600
1788940071.636155,106,2,8683520
1788940071.733258,107,3,8765440
1788940071.835361,108,4,8847360
1788940071.926753,109,5,8929280
1788940072.030857,110,6,9011200
1788940072.128688,111,7,9093120
1788940072.236778,112,8,9175040
1788940072.332143,113,9,9256960
