pc_unix,dev_us,ax,ay,az,gx,gy,gz,mx_raw,my_raw,mz_raw,mx,my,mz,host_qw,host_qx,host_qy,host_qz,host_roll,host_pitch,host_yaw,chip_qw,chip_qx,chip_qy,chip_qz,chip_roll,chip_pitch,chip_yaw,diff_deg,rel_roll,rel_pitch,rel_yaw,cal_acc,cal_gyr,cal_mag,cal_rv
1788935692.0207381,953482804.0,-9.55859375,-0.7421875,-1.60546875,0.021484375,0.009765625,-0.03515625,34.3125,6.4375,9.5,34.3125,6.4375,9.5,0.6293830902805088,0.11047136800833048,0.7568944987858313,-0.13705371292697757,-158.10049786402263,79.43083978599046,-178.3478794675447,0.487060546875,-0.5447998046875,0.5362548828125,0.42236328125,-155.2734182776713,79.29113544196129,-68.50442907914268,53.90158140748339,,,,3,0,2,1
1788935692.02756,953487887.0,-9.59765625,-0.89453125,-1.52734375,0.0234375,0.015625,-0.025390625,33.875,5.3125,8.9375,33.875,5.3125,8.9375,0.6293926120160963,0.11034678051779692,0.7568590411843873,-0.13730593485484427,-157.9289416273416,79.42812056581961,-178.18691868979175,0.487060546875,-0.5447998046875,0.5362548828125,0.42236328125,-155.2734182776713,79.29113544196129,-68.50442907914268,53.8938154871343,,,,3,0,2,1
1788935692.0266407,953491840.0,-9.6328125,-0.89453125,-1.60546875,0.0234375,0.015625,-0.025390625,33.875,5.3125,8.9375,33.875,5.3125,8.9375,0.629390133176686,0.11024425338545357,0.7568390171361107,-0.13750987962965971,-157.79130970292067,79.42432819901659,-178.05773301522447,0.487060546875,-0.5447998046875,0.5362548828125,0.42236328125,-155.2734182776713,79.29113544196129,-68.50442907914268,53.887639494411324,,,,3,0,2,1
1788935692.0285938,953495423.0,-9.6328125,-0.89453125,-1.640625,0.017578125,0.013671875,-0.013671875,33.375,5.5,8.5625,33.375,5.5,8.5625,0.629394730098273,0.11016140480299677,0.7568174129367132,-0.13767404291344482,-157.67935680536758,79.4221890502981,-177.95253737020792,0.48712158203125,-0.54486083984375,0.53631591796875,0.4222412109375,-155.2499862783154,79.30454406731377,-68.50535516749085,53.88264648786715,,,,3,0,2,1
1788935692.0440264,953499529.0,-9.67578125,-0.89453125,-1.6796875,0.01171875,0.015625,-0.001953125,33.375,5.5,8.5625,33.375,5.5,8.5625,0.6293970049714824,0.11007546346479348,0.7567976953051756,-0.13784067199746688,-157.5654772741904,79.41958088733323,-177.84537113206815,0.48712158203125,-0.54486083984375,0.53631591796875,0.4222412109375,-155.2499862783154,79.30454406731377,-68.50535516749085,53.87783289150502,,,,3,0,2,1
1788935692.0420732,953507589.0,-9.63671875,-0.85546875,-1.6796875,0.01171875,0.01171875,0.00390625,33.375,5.5,8.5625,33.375,5.5,8.5625,0.6294191709519297,0.10992534375195387,0.7567439902031172,-0.1381537525030161,-157.35279586666084,79.41751850025294,-177.64619540892096,0.48712158203125,-0.54486083984375,0.536376953125,0.422119140625,-155.24466683201712,79.28185819837435,-68.5047330476603,53.88280206522602,,,,3,0,2,1
1788935692.0487666,953511371.0,-9.59375,-0.89453125,-1.640625,0.00390625,0.009765625,0.005859375,33.9375,3.9375,9.625,33.9375,3.9375,9.625,0.6293902956015673,0.10982176303669648,0.756757323588795,-0.13829457458919814,-157.25045145860207,79.40984394439533,-177.5470569544927,0.48712158203125,-0.54486083984375,0.536376953125,0.422119140625,-155.24466683201712,79.28185819837435,-68.5047330476603,53.88128516563781,,,,3,0,2,1
1788935692.0537543,953514554.0,-9.59375,-0.89453125,-1.60546875,-0.01171875,0.0078125,0.005859375,31.0625,5.5625,13.1875,31.0625,5.5625,13.1875,0.6293913723716213,0.10973180326498537,0.7567506643627865,-0.13839748452505515,-157.16654143135008,79.40702298629795,-177.4642643136487,0.487060546875,-0.54486083984375,0.53643798828125,0.422119140625,-155.294489646323,79.28000370184179,-68.55551853530052,53.88176044801558,,,,3,0,2,1
1788935692.057769,953519060.0,-9.59375,-0.89453125,-1.640625,-0.005859375,0.0078125,0.015625,31.0625,5.5625,13.1875,31.0625,5.5625,13.1875,0.629375951555645,0.10962523993439771,0.7567520840420147,-0.13854422279842496,-157.05805447293858,79.40114134360441,-177.35919625230858,0.487060546875,-0.54486083984375,0.53643798828125,0.422119140625,-155.294489646323,79.28000370184179,-68.55551853530052,53.88017079815235,,,,3,0,2,1
1788935692.0635223,953522443.0,-9.5546875,-0.85546875,-1.640625,-0.013671875,0.009765625,0.015625,31.0625,5.5625,13.1875,31.0625,5.5625,13.1875,0.6293625533910592,0.10953879654535979,0.756757252308322,-0.1386451929178906,-156.97908339457868,79.39628142331104,-177.28150683616332,0.4869384765625,-0.54486083984375,0.53643798828125,0.422119140625,-155.33165996630308,79.2397374064762,-68.56710208926931,53.887723838183,,,,3,0,2,1
1788935692.067531,953527726.0,-9.5546875,-0.85546875,-1.60546875,-0.025390625,0.01171875,0.017578125,30.8125,3.75,13.875,30.8125,3.75,13.875,0.6293568092915958,0.10961516307485278,0.7568110791320753,-0.13831671310915059,-157.16843321280385,79.39884168885861,-177.44997210965786,0.4869384765625,-0.54486083984375,0.53643798828125,0.422119140625,-155.33165996630308,79.2397374064762,-68.56710208926931,53.905341419361264,,,,3,0,2,1
1788935692.0715976,953532609.0,-9.515625,-0.85546875,-1.640625,-0.02734375,0.0078125,0.029296875,30.8125,3.75,13.875,30.8125,3.75,13.875,0.6293386991299245,0.10969747525251122,0.7568715313983042,-0.13800271975386996,-157.35515551470158,79.3996389091341,-177.61752889017623,0.48681640625,-0.544921875,0.5364990234375,0.42218017578125,-155.41875547592772,79.25401901400086,-68.65377357338444,53.90474123411361,,,,3,0,2,1
1788935692.0775628,953537792.0,-9.515625,-0.85546875,-1.640625,-0.029296875,0.009765625,0.03125,30.8125,5.9375,13.6875,30.8125,5.9375,13.6875,0.6293323500964997,0.1095783242465822,0.7568754066833844,-0.13810504239595695,-157.26199648896232,79.39490736338573,-177.52305719050185,0.48681640625,-0.544921875,0.5364990234375,0.42218017578125,-155.41875547592772,79.25401901400086,-68.65377357338444,53.907625513291386,,,,3,0,2,1
1788935692.0795672,953539045.0,-9.5546875,-0.85546875,-1.6796875,-0.029296875,0.009765625,0.03125,30.8125,5.9375,13.6875,30.8125,5.9375,13.6875,0.6293260786179076,0.10954916831164255,0.7568802157367498,-0.13813039317950893,-157.23988325535578,79.3930584478732,-177.50066006569784,0.48681640625,-0.544921875,0.5364990234375,0.42218017578125,-155.41875547592772,79.25401901400086,-68.65377357338444,53.9082780131831,,,,3,0,2,1
1788935692.0838687,953546328.0,-9.5546875,-0.81640625,-1.6796875,-0.025390625,0.009765625,0.033203125,30.8125,5.9375,13.6875,30.8125,5.9375,13.6875,0.6292917458827291,0.1094000768847584,0.7569016221817302,-0.13828758469270178,-157.1139237118734,79.3831570282738,-177.37553442960905,0.48663330078125,-0.544921875,0.53656005859375,0.42230224609375,-155.54230763291534,79.25278047135528,-68.76174036834132,53.898776562039025,,,,3,0,2,1
1788935692.0874271,953551910.0,-9.51953125,-0.7421875,-1.6796875,-0.03515625,0.005859375,0.041015625,31.9375,5.1875,14.5625,31.9375,5.1875,14.5625,0.6292176312736251,0.10948002214350583,0.7570116544855753,-0.13795887872434287,-157.31635393049544,79.37582372930551,-177.55752250174143,0.48663330078125,-0.544921875,0.53656005859375,0.42230224609375,-155.54230763291534,79.25278047135528,-68.76174036834132,53.91564214303367,,,,3,0,2,1
