pc_unix,dev_us,ax,ay,az,gx,gy,gz,mx_raw,my_raw,mz_raw,mx,my,mz,host_qw,host_qx,host_qy,host_qz,host_roll,host_pitch,host_yaw,chip_qw,chip_qx,chip_qy,chip_qz,chip_roll,chip_pitch,chip_yaw,diff_deg,rel_roll,rel_pitch,rel_yaw,cal_acc,cal_gyr,cal_mag,cal_rv
1788939311.6834927,4573218403.0,-8.27734375,2.0625,4.83203125,0.03125,-0.017578125,0.0546875,14.875,-9.4375,-41.9375,14.875,-9.4375,-41.9375,-0.0028546909220092363,-0.4942738189168376,0.11270090789150727,0.8619650503550217,22.07701476863992,58.36973810853679,-167.18391499355087,0.61376953125,0.42919921875,0.26995849609375,-0.60516357421875,22.387880777633555,58.304902236256936,-76.59675608862632,0.5204958648471465,,,,3,0,2,3
1788939311.6874278,4573221985.0,-8.31640625,2.140625,4.83203125,0.041015625,-0.015625,0.046875,13.625,-9.25,-41.4375,13.625,-9.25,-41.4375,-0.003017089032564594,-0.4941657861823407,0.11286449240979479,0.8620050343783603,22.116904677464078,58.34960698446927,-167.14458734419418,0.61376953125,0.42919921875,0.26995849609375,-0.60516357421875,22.387880777633555,58.304902236256936,-76.59675608862632,0.5092364292328473,,,,3,0,2,3
1788939311.6874278,4573225692.0,-8.31640625,2.140625,4.83203125,0.041015625,-0.009765625,0.0390625,13.625,-9.25,-41.4375,13.625,-9.25,-41.4375,-0.0031756068929341907,-0.4940654614453174,0.11302160821503336,0.862041386131881,22.155664790929162,58.33063262384363,-167.10614453015518,0.61383056640625,0.4293212890625,0.2696533203125,-0.6051025390625,22.443824275460774,58.278046287095854,-76.55110645714787,1.0027407591755322,,,,3,0,2,3
1788939311.699369,4573230075.0,-8.3125,2.21484375,4.83203125,0.03515625,0.001953125,0.03125,13.625,-9.25,-41.4375,13.625,-9.25,-41.4375,-0.0033570679944996593,-0.49398452309635604,0.11322926503767691,0.8620598323636088,22.207599718918857,58.312768801199766,-167.05683378450104,0.61383056640625,0.4293212890625,0.2696533203125,-0.6051025390625,22.443824275460774,58.278046287095854,-76.55110645714787,0.9980134794557298,,,,3,0,2,3
1788939311.7036226,4573233051.0,-8.3125,2.21484375,4.79296875,0.03515625,0.001953125,0.03125,15.0625,-8.9375,-36.0625,15.0625,-8.9375,-36.0625,-0.0034459452058385126,-0.49395045532086423,0.11342227854728616,0.8620536293520787,22.250727307524446,58.30335436409208,-167.02272290643666,0.61383056640625,0.4293212890625,0.2696533203125,-0.6051025390625,22.443824275460774,58.278046287095854,-76.55110645714787,1.0006620969032185,,,,3,0,3,3
1788939311.7121294,4573238434.0,-8.31640625,2.17578125,4.83203125,0.03125,0.009765625,0.01953125,15.0625,-8.9375,-36.0625,15.0625,-8.9375,-36.0625,-0.00358474264917121,-0.49387509112964006,0.11372999546335705,0.862055701282541,22.317695894335547,58.285738791862116,-166.9704355672885,0.61383056640625,0.42950439453125,0.26953125,-0.60504150390625,22.492268857190584,58.28014994177326,-76.5197520173281,0.8756179084758164,,,,3,0,3,3
1788939311.7185097,4573241040.0,-8.3515625,2.21484375,4.83203125,0.033203125,0.013671875,0.01171875,15.0625,-8.9375,-36.0625,15.0625,-8.9375,-36.0625,-0.003645586770608013,-0.49385379947492564,0.11388004924693909,0.8620478344180168,22.350724845038616,58.27926378445144,-166.9450954096555,0.61383056640625,0.42950439453125,0.26953125,-0.60504150390625,22.492268857190584,58.28014994177326,-76.5197520173281,0.8794731613390029,,,,3,0,3,3
1788939311.7215197,4573245623.0,-8.35546875,2.140625,4.83203125,0.046875,0.029296875,-0.001953125,15.0625,-8.9375,-36.0625,15.0625,-8.9375,-36.0625,-0.003714904361708113,-0.49383611670596667,0.11414570829108608,0.8620225325367549,22.406752584423067,58.271283682339906,-166.90584589021645,0.61376953125,0.4296875,0.2694091796875,-0.60504150390625,22.532130642686994,58.2843811749066,-76.50408773155918,0.7379506784833251,,,,3,0,3,3
1788939311.7219167,4573249176.0,-8.35546875,2.140625,4.83203125,0.046875,0.029296875,-0.001953125,15.0625,-8.9375,-36.0625,15.0625,-8.9375,-36.0625,-0.0037710196938034583,-0.4938200586891883,0.11434792602042378,0.8620046872619099,22.44953964810192,58.26478602134801,-166.87555746342613,0.61376953125,0.4296875,0.2694091796875,-0.60504150390625,22.532130642686994,58.2843811749066,-76.50408773155918,0.747676453666719,,,,3,0,3,3
1788939311.7238698,4573253559.0,-8.35546875,2.140625,4.83203125,0.041015625,0.033203125,-0.009765625,10.375,-10.5,-35.5,10.375,-10.5,-35.5,-0.003703007871184082,-0.4938571601786877,0.11462929558487366,0.8619463542858473,22.498705118290843,58.26694474403861,-166.85587110912712,0.61376953125,0.4296875,0.2694091796875,-0.60504150390625,22.532130642686994,58.2843811749066,-76.50408773155918,0.7759697175746564,,,,3,0,3,3
1788939311.7238698,4573257465.0,-8.3515625,2.0625,4.83203125,0.041015625,0.029296875,-0.021484375,10.375,-10.5,-35.5,10.375,-10.5,-35.5,-0.003607833040889094,-0.4938847386378812,0.11486733105414315,0.8618992660037708,22.53630219610924,58.26924683580333,-166.846383321794,0.61358642578125,0.42987060546875,0.2694091796875,-0.60504150390625,22.552066954974862,58.29777976141989,-76.4959376758204,1.2233769015184612,,,,3,0,3,3
1788939311.7369547,4573260571.0,-8.3515625,2.0625,4.79296875,0.046875,0.03515625,-0.03125,11.75,-8.0,-34.375,11.75,-8.0,-34.375,-0.003665158565518316,-0.49389497570286783,0.11487791976639822,0.8618917467630712,22.54471778921335,58.26891695257455,-166.8340252054684,0.61358642578125,0.42987060546875,0.2694091796875,-0.60504150390625,22.552066954974862,58.29777976141989,-76.4959376758204,1.2202486893343683,,,,3,0,3,3
1788939311.7369547,4573265154.0,-8.3125,2.1015625,4.71484375,0.0390625,0.03515625,-0.037109375,11.75,-8.0,-34.375,11.75,-8.0,-34.375,-0.003752177747753504,-0.49401838605970994,0.11500627793545523,0.8618035225227043,22.58634337408801,58.28031485451007,-166.79562784536915,0.61334228515625,0.4300537109375,0.2694091796875,-0.60516357421875,22.560099720407504,58.3190490731845,-76.52105990959308,1.1678902215190585,,,,3,0,3,3
