pc_unix,us_seq,frame_id,byte_offset
1788937997.422142,0,13,0
1788937997.534160,1,14,81920
1788937997.630982,2,15,163840
1788937997.732969,3,0,245760
1788937997.833901,4,1,327680
1788937997.935707,5,2,409600
1788937998.039837,6,3,491520
1788937998.135801,7,4,573440
1788937998.234170,8,5,655360
1788937998.335572,9,6,737280
1788937998.435596,10,7,819200
1788937998.536054,11,8,901120
1788937998.568987,12,9,983040
1788937998.735456,13,10,1064960
1788937998.830072,14,11,1146880
1788937998.925053,15,12,1228800
1788937999.036378,16,13,1310720
1788937999.131995,17,14,1392640
1788937999.234922,18,15,1474560
1788937999.336714,19,0,1556480
1788937999.438915,20,1,1638400
1788937999.535494,21,2,1720320
1788937999.639143,22,3,1802240
1788937999.731784,23,4,1884160
1788937999.828563,24,5,1966080
1788937999.931474,25,6,2048000
1788938000.034180,26,7,2129920
1788938000.133181,27,8,2211840
1788938000.226876,28,9,2293760
1788938000.335261,29,10,2375680
1788938000.429899,30,11,2457600
1788938000.526699,31,12,2539520
1788938000.635514,32,13,2621440
1788938000.735310,33,14,2703360
1788938000.831309,34,15,2785280
1788938000.920878,35,0,2867200
1788938001.037615,36,1,2949120
1788938001.127446,37,2,3031040
1788938001.235019,38,3,3112960
1788938001.328991,39,4,3194880
1788938001.432120,40,5,3276800
1788938001.535815,41,6,3358720
1788938001.635706,42,7,3440640
1788938001.738691,43,8,3522560
1788938001.832528,44,9,3604480
1788938001.936671,45,10,3686400
1788938002.035689,46,11,3768320
1788938002.137226,47,12,3850240
1788938002.231794,48,13,3932160
1788938002.320462,49,14,4014080
1788938002.439959,50,15,4096000
1788938002.526343,51,0,4177920
1788938002.632584,52,1,4259840
1788938002.729712,53,2,4341760
1788938002.828400,54,3,4423680
1788938002.923542,55,4,4505600
1788938003.038640,56,5,4587520
1788938003.132345,57,6,4669440
1788938003.232587,58,7,4751360
1788938003.331995,59,8,4833280
1788938003.430818,60,9,4915200
1788938003.530235,61,10,4997120
1788938003.632401,62,11,5079040
1788938003.727047,63,12,5160960
1788938003.833758,64,13,5242880
1788938003.930285,65,14,5324800
1788938004.022192,66,15,5406720
1788938004.135410,67,0,5488640
1788938004.228999,68,1,5570560
1788938004.339488,69,2,5652480
1788938004.418835,70,3,5734400
1788938004.533559,71,4,5816320
1788938004.640313,72,5,5898240
1788938004.737833,73,6,5980160
1788938004.830212,74,7,6062080
1788938004.926244,75,8,6144000
1788938005.021699,76,9,6225920
1788938005.133292,77,10,6307840
1788938005.228553,78,11,6389760
1788938005.332879,79,12,6471680
1788938005.431937,80,13,6553600
1788938005.535231,81,14,6635520
1788938005.632443,82,15,6717440
1788938005.729620,83,0,6799360
1788938005.833002,84,1,6881280
1788938005.864786,85,2,6963200
1788938006.023648,86,3,7045120
1788938006.118734,87,4,7127040
1788938006.232907,88,5,7208960
1788938006.336519,89,6,7290880
1788938006.441524,90,7,7372800
1788938006.535286,91,8,7454720
1788938006.632444,92,9,7536640
1788938006.731120,93,10,7618560
1788938006.827653,94,11,7700480
1788938006.921956,95,12,7782400
1788938007.026303,96,13,7864320
1788938007.117067,97,14,7946240
1788938007.239274,98,15,8028160
1788938007.331939,99,0,8110080
1788938007.433412,100,1,8192000
1788938007.528394,101,2,8273920
1788938007.624011,102,3,8355840
1788938007.734313,103,4,8437760
1788938007.829101,104,5,8519680
1788938007.930199,105,6,8601600
1788938008.036062,106,7,8683520
1788938008.139625,107,8,8765440
1788938008.227661,108,9,8847360
1788938008.322819,109,10,8929280
1788938008.418741,110,11,9011200
